SITE_ID,VISIT_NO,LAKE_ORIGIN12,BENT_COND,CHLA_COND,NTL_COND,PTL_COND,DRAWDOWN_COND,LITCVR_COND,LITRIPCVR_COND,RDIS_COND,RVEG_COND,SEDHG_MTH_TOP_COND,SEDHG_TOT_BTM_COND,SEDHG_TOT_TOP_COND,CHLL_REC,CYNL_REC,MICL_REC,WSA9_LO
NLA12_ME-118,1,NATURAL,Fair,Good,Good,Good,Small,Good,Good,Good,Fair,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_AZ-145,1,RESERVOIR,Poor,Poor,Poor,Poor,Medium,Fair,Poor,Fair,Poor,High,Not Assessed,Medium,Moderate,Low,Low,WMT_MAN_MADE
NLA12_OH-101,1,MAN_MADE,Fair,Poor,Fair,Poor,Medium,Good,Good,Good,Fair,Medium,Not Assessed,Medium,High,High,Low,TPL_MAN_MADE
NLA12_FL-141,1,NATURAL,Fair,Fair,Good,Good,Large,Poor,Poor,Good,Poor,High,Low,High,Low,Low,No Detect,CPL_NATURAL
NLA12_NE-105,1,NATURAL,Fair,Poor,Good,Good,Small,Good,Good,Fair,Good,High,Low,Medium,Moderate,High,Low,SPL_NATURAL
NLA12_NE-108,1,NATURAL,Not Assessed,Poor,Good,Fair,Large,Fair,Poor,Fair,Poor,Medium,Low,Low,High,High,Moderate,SPL_NATURAL
NLA12_NM-161,1,NATURAL,Poor,Good,Good,Good,Small,Good,Good,Fair,Good,High,Low,Medium,Low,Low,Low,WMT_NATURAL
NLA12_NM-162,1,MAN_MADE,Poor,Fair,Poor,Poor,Large,Poor,Poor,Fair,Poor,High,Not Assessed,Low,Low,Low,Low,WMT_MAN_MADE
NLA12_FL-132,1,NATURAL,Poor,Poor,Poor,Poor,Small,Poor,Poor,Fair,Fair,Low,Low,Low,Moderate,High,No Detect,CPL_NATURAL
NLA12_FL-123,2,NATURAL,Good,Good,Good,Good,Small,Good,Fair,Good,Fair,Low,Low,Low,Low,Low,No Detect,CPL_NATURAL
NLA12_NE-113,1,NATURAL,Fair,Fair,Good,Good,Large,Fair,Poor,Poor,Poor,High,Low,Medium,High,High,Moderate,SPL_NATURAL
NLA12_NE-102,1,NATURAL,Poor,Fair,Good,Fair,Small,Good,Good,Good,Good,High,Low,Medium,High,High,Low,SPL_NATURAL
NLA12_MT-102,1,NATURAL,Poor,Good,Good,Good,Small,Good,Good,Poor,Good,Low,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_IN-174,1,MAN_MADE,Good,Poor,Good,Good,Small,Fair,Fair,Fair,Good,High,Not Assessed,Medium,Low,Low,Low,TPL_MAN_MADE
NLA12_SD-109,1,NATURAL,Fair,Poor,Poor,Poor,Small,Poor,Poor,Poor,Poor,Medium,Medium,Medium,Moderate,High,Low,TPL_NATURAL
NLA12_OR-121,1,NATURAL,Good,Good,Good,Fair,Small,Good,Fair,Good,Fair,High,Low,Medium,Low,Low,Low,WMT_NATURAL
NLA12_OH-107,1,MAN_MADE,Fair,Good,Poor,Poor,Large,Good,Good,Good,Good,Medium,Not Assessed,Medium,High,High,Low,NAP_MAN_MADE
NLA12_CA-206,1,RESERVOIR,Not Assessed,Good,Good,Good,Large,Good,Poor,Good,Poor,Low,Not Assessed,Medium,Low,Moderate,No Detect,WMT_MAN_MADE
NLA12_IN-171,1,MAN_MADE,Fair,Good,Fair,Fair,Medium,Poor,Poor,Good,Fair,High,Not Assessed,Medium,Low,Moderate,No Detect,SAP_MAN_MADE
NLA12_MN-127,1,NATURAL,Fair,Poor,Poor,Poor,Small,Good,Fair,Good,Fair,Low,Low,Medium,Moderate,High,Low,TPL_NATURAL
NLA12_IN-186,1,NATURAL,Fair,Good,Good,Good,Medium,Poor,Poor,Fair,Fair,Low,Low,Low,Low,Moderate,No Detect,UMW_NATURAL
NLA12_DE-104,1,MAN_MADE,Good,Poor,Poor,Poor,Small,Fair,Fair,Fair,Good,High,Not Assessed,Medium,High,High,Low,CPL_MAN_MADE
NLA12_IN-180,1,MAN_MADE,Fair,Good,Good,Good,Medium,Good,Good,Fair,Good,Low,Not Assessed,Medium,Low,Moderate,No Detect,TPL_MAN_MADE
NLA12_MO-123,1,MAN_MADE,Good,Poor,Fair,Poor,Small,Good,Fair,Poor,Fair,Medium,Not Assessed,Medium,Moderate,Moderate,Low,TPL_MAN_MADE
NLA12_AR-106,1,RESERVOIR,Poor,Poor,Poor,Poor,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,High,High,Low,SAP_MAN_MADE
NLA12_GA-103,1,MAN_MADE,Not Assessed,Fair,Good,Good,Medium,Good,Good,Fair,Good,Low,Not Assessed,Low,Moderate,Low,No Detect,CPL_MAN_MADE
NLA12_NC-114,1,MAN_MADE,Poor,Poor,Poor,Poor,Small,Good,Good,Fair,Good,High,Not Assessed,Medium,Moderate,High,Low,SAP_MAN_MADE
NLA12_NE-135,1,NATURAL,Poor,Poor,Poor,Poor,Large,Poor,Poor,Poor,Poor,Low,Low,Low,High,High,Low,SPL_NATURAL
NLA12_SD-170,1,NATURAL,Poor,Poor,Poor,Poor,Small,Fair,Poor,Poor,Poor,Medium,Medium,Medium,Moderate,Moderate,Low,TPL_NATURAL
NLA12_ND-113,1,NATURAL,Good,Good,Fair,Good,Medium,Good,Good,Good,Good,Low,Low,Low,Low,Low,Low,TPL_NATURAL
NLA12_ME-104,1,NATURAL,Not Assessed,Good,Fair,Good,Small,Fair,Fair,Good,Fair,High,Medium,High,Low,Low,Low,NAP_NATURAL
NLA12_MT-136,1,NATURAL,Not Assessed,Good,Good,Good,Small,Good,Good,Fair,Good,Low,Low,Medium,No Detect,Low,No Detect,WMT_NATURAL
NLA12_MN-136,1,NATURAL,Fair,Good,Fair,Poor,Small,Good,Poor,Good,Poor,High,Medium,Medium,Low,Moderate,No Detect,UMW_NATURAL
NLA12_MN-158,1,NATURAL,Fair,Poor,Poor,Poor,Medium,Fair,Fair,Fair,Fair,High,Low,Medium,High,High,Low,TPL_NATURAL
NLA12_ME-105,1,NATURAL,Good,Fair,Fair,Good,Small,Good,Fair,Good,Good,High,Medium,High,Low,Moderate,Low,NAP_NATURAL
NLA12_AR-102,1,RESERVOIR,Poor,Poor,Poor,Poor,Medium,Fair,Poor,Poor,Fair,Low,Not Assessed,Medium,High,High,Low,CPL_MAN_MADE
NLA12_AR-111,1,MAN_MADE,Poor,Fair,Fair,Poor,Small,Fair,Good,Poor,Good,Low,Not Assessed,Medium,Moderate,Low,No Detect,CPL_MAN_MADE
NLA12_CA-141,1,MAN_MADE,Fair,Good,Poor,Good,Small,Good,Good,Fair,Fair,High,Not Assessed,Medium,Moderate,Low,No Detect,XER_MAN_MADE
NLA12_CA-208,1,NATURAL_ENH,Poor,Poor,Poor,Fair,Medium,Poor,Poor,Fair,Poor,Medium,Not Assessed,Low,Low,Moderate,No Detect,WMT_NATURAL
NLA12_ND-199,1,NATURAL,Poor,Poor,Poor,Fair,Small,Fair,Poor,Poor,Poor,Low,Low,Low,Low,Low,Low,TPL_NATURAL
NLA12_OH-104,1,RESERVOIR,Fair,Poor,Fair,Poor,Small,Good,Good,Poor,Good,Medium,Not Assessed,Medium,High,High,Low,TPL_MAN_MADE
NLA12_ME-122,1,NATURAL,Fair,Good,Fair,Good,Small,Good,Good,Good,Fair,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_MT-120,1,NATURAL,Good,Good,Good,Good,Medium,Good,Good,Fair,Good,Low,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_ND-105,1,NATURAL,Not Assessed,Poor,Poor,Poor,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Moderate,Moderate,Low,TPL_NATURAL
NLA12_NE-127,1,NATURAL,Poor,Fair,Poor,Fair,Large,Good,Good,Fair,Good,Low,Low,Low,Moderate,Moderate,Low,SPL_NATURAL
NLA12_OR-160,1,NATURAL,Good,Good,Good,Fair,Medium,Good,Good,Good,Good,High,Low,Medium,No Detect,Low,No Detect,WMT_NATURAL
NLA12_OR-103,1,NATURAL,Good,Good,Good,Poor,Small,Good,Good,Fair,Good,High,High,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_IN-104,1,MAN_MADE,Good,Fair,Good,Good,Small,Fair,Fair,Poor,Fair,Medium,Not Assessed,Medium,Moderate,Low,Low,TPL_MAN_MADE
NLA12_IN-115,1,RESERVOIR,Not Assessed,Good,Fair,Fair,Medium,Fair,Good,Good,Good,Low,Not Assessed,Medium,Low,Moderate,No Detect,SAP_MAN_MADE
NLA12_NC-134,1,RESERVOIR,Fair,Good,Poor,Poor,Small,Good,Good,Fair,Good,Low,Not Assessed,Medium,Moderate,High,Low,SAP_MAN_MADE
NLA12_SD-154,1,NATURAL,Poor,Poor,Poor,Poor,Small,Good,Good,Poor,Fair,Medium,Low,Medium,Moderate,High,Low,TPL_NATURAL
NLA12_GA-127,1,MAN_MADE,Fair,Fair,Poor,Good,Small,Good,Good,Fair,Good,High,Not Assessed,High,Moderate,Low,Moderate,CPL_MAN_MADE
NLA12_WA-125,1,NATURAL,Good,Poor,Good,Poor,Small,Good,Good,Fair,Good,High,Medium,Medium,Low,Not Assessed,No Detect,WMT_NATURAL
NLA12_CO-109,1,RESERVOIR,Good,Poor,Good,Good,Large,Good,Poor,Good,Poor,High,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_ME-107,1,NATURAL,Fair,Good,Good,Good,Small,Good,Good,Fair,Good,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_NE-160,1,RESERVOIR,Not Assessed,Good,Good,Poor,Large,Poor,Poor,Fair,Poor,Low,Not Assessed,Low,Moderate,High,No Detect,SPL_MAN_MADE
NLA12_WI-179,1,NATURAL,Good,Fair,Good,Good,Small,Fair,Good,Fair,Good,High,Low,High,Low,Moderate,No Detect,UMW_NATURAL
NLA12_WI-109,1,RESERVOIR,Fair,Good,Fair,Poor,Medium,Good,Poor,Good,Poor,High,Not Assessed,Medium,Moderate,Low,Low,UMW_MAN_MADE
NLA12_WI-115,1,NATURAL,Not Assessed,Good,Fair,Fair,Small,Good,Fair,Fair,Poor,High,High,Medium,Moderate,High,No Detect,UMW_NATURAL
NLA12_MT-164,1,NATURAL,Good,Good,Poor,Good,Small,Good,Poor,Poor,Poor,Medium,Low,Low,Low,Low,No Detect,WMT_NATURAL
NLA12_PA-111,1,RESERVOIR,Poor,Good,Poor,Poor,Large,Good,Fair,Fair,Poor,Low,Not Assessed,Medium,High,High,Low,SAP_MAN_MADE
NLA12_PA-115,1,MAN_MADE,Poor,Good,Good,Fair,Small,Good,Good,Good,Good,Low,Not Assessed,Medium,Low,Low,No Detect,NAP_MAN_MADE
NLA12_TX-218,1,MAN_MADE,Poor,Poor,Poor,Poor,Small,Fair,Poor,Poor,Poor,Medium,Not Assessed,Medium,High,High,No Detect,SPL_MAN_MADE
NLA12_OH-115,1,RESERVOIR,Good,Good,Good,Good,Medium,Good,Good,Fair,Fair,Low,Not Assessed,Medium,Low,Low,Low,SAP_MAN_MADE
NLA12_AR-103,1,RESERVOIR,Fair,Good,Fair,Good,Small,Good,Good,Poor,Good,Low,Not Assessed,Medium,Low,Moderate,Low,SAP_MAN_MADE
NLA12_AZ-106,1,MAN_MADE,Poor,Good,Fair,Good,Small,Fair,Poor,Fair,Poor,Low,Low,Low,Moderate,High,No Detect,XER_MAN_MADE
NLA12_AZ-123,1,NATURAL_ENH,Not Assessed,Good,Poor,Poor,Small,Fair,Poor,Good,Poor,Low,Medium,Medium,High,High,No Detect,XER_NATURAL
NLA12_NE-154,1,RESERVOIR,Good,Good,Poor,Poor,Small,Good,Good,Fair,Good,High,Not Assessed,Low,High,High,Low,TPL_MAN_MADE
NLA12_NE-156,1,NATURAL,Not Assessed,Poor,Fair,Poor,Small,Good,Good,Fair,Good,High,Low,Medium,High,High,Low,SPL_NATURAL
NLA12_WA-103,1,NATURAL,Fair,Good,Fair,Good,Small,Fair,Poor,Fair,Fair,Medium,High,Medium,Low,High,No Detect,WMT_NATURAL
NLA12_NE-166,1,MAN_MADE,Poor,Good,Poor,Poor,Medium,Poor,Poor,Fair,Poor,Low,Not Assessed,Low,Moderate,High,No Detect,SPL_MAN_MADE
NLA12_NE-149,1,MAN_MADE,Fair,Good,Poor,Poor,Small,Poor,Poor,Fair,Poor,Low,Not Assessed,Low,High,High,Low,SPL_MAN_MADE
NLA12_SD-157,1,NATURAL,Fair,Good,Poor,Poor,Small,Good,Fair,Fair,Poor,Low,Low,Low,Moderate,High,Low,NPL_NATURAL
NLA12_NE-170,1,RESERVOIR,Not Assessed,Poor,Poor,Poor,Small,Fair,Good,Fair,Good,Medium,Not Assessed,Low,High,High,Low,TPL_MAN_MADE
NLA12_SD-162,1,NATURAL_ENH,Poor,Poor,Poor,Poor,Small,Good,Fair,Poor,Fair,Medium,Low,Medium,High,High,Low,TPL_NATURAL
NLA12_MT-151,1,RESERVOIR,Fair,Good,Poor,Poor,Large,Poor,Poor,Fair,Poor,Low,Not Assessed,Low,Low,Low,No Detect,NPL_MAN_MADE
NLA12_AZ-157,1,MAN_MADE,Poor,Fair,Poor,Poor,Large,Fair,Poor,Poor,Poor,Not Assessed,Not Assessed,Not Assessed,High,High,No Detect,WMT_MAN_MADE
NLA12_OH-106,1,RESERVOIR,Fair,Poor,Poor,Fair,Medium,Good,Good,Good,Good,High,Not Assessed,Medium,Low,Low,No Detect,SAP_MAN_MADE
NLA12_CA-102,1,RESERVOIR,Not Assessed,Poor,Poor,Good,Large,Poor,Poor,Fair,Poor,Low,Not Assessed,Low,High,Moderate,Low,WMT_MAN_MADE
NLA12_CA-156,1,MAN_MADE,Not Assessed,Good,Good,Fair,Small,Fair,Poor,Poor,Poor,Low,Not Assessed,Low,Moderate,Low,No Detect,XER_MAN_MADE
NLA12_SD-103,1,NATURAL,Good,Good,Poor,Fair,Small,Fair,Poor,Poor,Fair,High,Medium,Medium,Moderate,Moderate,Low,TPL_NATURAL
NLA12_SD-150,1,NATURAL,Poor,Good,Poor,Poor,Large,Poor,Poor,Poor,Poor,High,Medium,Low,Moderate,Moderate,Low,NPL_NATURAL
NLA12_SD-141,1,NATURAL,Poor,Good,Poor,Good,Small,Poor,Poor,Fair,Poor,Low,Low,Low,Low,Moderate,Low,NPL_NATURAL
NLA12_MT-135,1,RESERVOIR,Poor,Good,Poor,Poor,Medium,Fair,Poor,Poor,Poor,Medium,Not Assessed,Low,High,High,Low,NPL_MAN_MADE
NLA12_MN-171,1,NATURAL,Good,Fair,Poor,Fair,Large,Poor,Poor,Good,Poor,Low,Low,Medium,Moderate,Low,Low,TPL_NATURAL
NLA12_MO-122,1,MAN_MADE,Good,Poor,Poor,Poor,Medium,Good,Good,Poor,Good,Low,Not Assessed,Medium,High,Low,Low,TPL_MAN_MADE
NLA12_MO-126,1,NATURAL_ENH,Fair,Good,Poor,Poor,Large,Poor,Poor,Fair,Fair,Medium,Not Assessed,Medium,High,Low,Low,TPL_NATURAL
NLA12_WA-146,1,NATURAL,Fair,Good,Good,Fair,Large,Poor,Fair,Fair,Good,Medium,Low,Low,Low,Not Assessed,No Detect,WMT_NATURAL
NLA12_IN-142,1,MAN_MADE,Good,Good,Fair,Poor,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,High,Moderate,No Detect,TPL_MAN_MADE
NLA12_MN-144,1,NATURAL,Fair,Good,Good,Good,Small,Good,Poor,Poor,Poor,Medium,Low,Medium,Low,Low,No Detect,UMW_NATURAL
NLA12_CO-107,1,RESERVOIR,Not Assessed,Good,Good,Good,Medium,Good,Poor,Fair,Fair,Low,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_TX-199,1,MAN_MADE,Poor,Fair,Poor,Poor,Large,Poor,Poor,Fair,Poor,High,Not Assessed,Medium,High,High,Low,CPL_MAN_MADE
NLA12_NE-157,1,MAN_MADE_AB,Poor,Fair,Good,Good,Small,Fair,Poor,Fair,Poor,Low,Not Assessed,Low,Moderate,High,No Detect,TPL_MAN_MADE
NLA12_MT-103,1,RESERVOIR,Poor,Good,Fair,Poor,Medium,Good,Fair,Poor,Poor,Medium,Not Assessed,Low,Moderate,Moderate,Low,NPL_MAN_MADE
NLA12_IL-114,1,MAN_MADE,Good,Fair,Good,Good,Small,Good,Good,Good,Good,Low,Not Assessed,Low,Low,Low,Low,TPL_MAN_MADE
NLA12_IN-117,1,MAN_MADE_AB,Good,Poor,Fair,Good,Small,Good,Fair,Poor,Good,Medium,Not Assessed,Low,Low,Low,No Detect,TPL_MAN_MADE
NLA12_SD-198,1,NATURAL_ENH,Good,Good,Poor,Poor,Small,Good,Poor,Poor,Poor,Medium,Low,Medium,Low,Low,Low,TPL_NATURAL
NLA12_ME-115,1,NATURAL,Fair,Good,Good,Good,Small,Good,Good,Good,Good,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_GA-114,1,MAN_MADE,Good,Good,Fair,Fair,Small,Good,Fair,Poor,Poor,High,Not Assessed,Medium,Moderate,Low,Low,CPL_MAN_MADE
NLA12_IN-191,1,MAN_MADE,Poor,Poor,Poor,Poor,Medium,Poor,Fair,Fair,Good,Low,Not Assessed,Medium,High,High,Low,TPL_MAN_MADE
NLA12_WA-114,1,MAN_MADE,Poor,Poor,Poor,Poor,Small,Good,Fair,Poor,Fair,Low,Not Assessed,Low,Moderate,Low,No Detect,WMT_MAN_MADE
NLA12_AZ-143,1,MAN_MADE,Poor,Fair,Poor,Poor,Large,Good,Fair,Fair,Fair,High,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_UT-374,1,RESERVOIR,Poor,Good,Good,Good,Large,Good,Good,Poor,Good,High,Not Assessed,Low,Low,Low,No Detect,XER_MAN_MADE
NLA12_PA-103,1,NATURAL,Good,Good,Poor,Poor,Small,Good,Good,Fair,Fair,High,Medium,High,Moderate,High,Low,NAP_NATURAL
NLA12_CO-105,1,RESERVOIR,Not Assessed,Fair,Poor,Poor,Large,Poor,Poor,Fair,Fair,Medium,Not Assessed,Medium,High,Moderate,Low,WMT_MAN_MADE
NLA12_NE-158,1,RESERVOIR,Not Assessed,Good,Poor,Poor,Small,Poor,Poor,Fair,Fair,Low,Not Assessed,Low,Low,High,No Detect,SPL_MAN_MADE
NLA12_IL-103,1,MAN_MADE,Good,Poor,Fair,Fair,Small,Good,Good,Fair,Good,High,Not Assessed,Medium,Moderate,Moderate,Low,TPL_MAN_MADE
NLA12_MT-119,1,MAN_MADE,Poor,Good,Poor,Poor,Medium,Poor,Poor,Poor,Poor,Low,Not Assessed,Low,High,High,Low,NPL_MAN_MADE
NLA12_UT-122,1,NATURAL,Poor,Poor,Good,Good,Small,Good,Good,Good,Good,Medium,Medium,High,Low,Low,No Detect,WMT_NATURAL
NLA12_TX-118,1,MAN_MADE,Poor,Fair,Poor,Poor,Small,Poor,Poor,Poor,Poor,Medium,Not Assessed,Low,Moderate,High,No Detect,CPL_MAN_MADE
NLA12_CA-181,1,MAN_MADE,Good,Good,Good,Good,Small,Good,Good,Poor,Fair,High,Not Assessed,Medium,Low,Low,Low,XER_MAN_MADE
NLA12_IN-126,1,MAN_MADE,Fair,Poor,Good,Poor,Large,Poor,Poor,Fair,Fair,Low,Not Assessed,Medium,Moderate,Moderate,No Detect,TPL_MAN_MADE
NLA12_TX-202,1,RESERVOIR,Good,Good,Poor,Poor,Medium,Poor,Poor,Poor,Fair,High,Not Assessed,Medium,Moderate,High,Low,SPL_MAN_MADE
NLA12_OK-133,1,MAN_MADE,Fair,Poor,Poor,Poor,Medium,Fair,Fair,Good,Good,High,Not Assessed,Low,High,High,Low,SPL_MAN_MADE
NLA12_UT-324,1,RESERVOIR,Poor,Fair,Good,Good,Large,Poor,Poor,Fair,Poor,High,Not Assessed,High,Low,Low,No Detect,WMT_MAN_MADE
NLA12_ME-135,1,NATURAL,Good,Good,Good,Good,Small,Fair,Fair,Fair,Good,Medium,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_MT-161,1,MAN_MADE,Poor,Good,Good,Good,Small,Good,Good,Fair,Good,Low,Not Assessed,Low,Low,Low,Low,NPL_MAN_MADE
NLA12_UT-325,1,RESERVOIR,Poor,Poor,Fair,Fair,Large,Good,Poor,Fair,Poor,Low,Not Assessed,Low,Low,Low,No Detect,WMT_MAN_MADE
NLA12_WA-115,1,NATURAL,Good,Good,Poor,Fair,Small,Fair,Good,Good,Good,Medium,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_OK-286,1,MAN_MADE,Poor,Good,Poor,Poor,Large,Poor,Poor,Fair,Poor,Medium,Not Assessed,Low,High,High,Low,SPL_MAN_MADE
NLA12_UT-229,1,RESERVOIR,Poor,Poor,Poor,Fair,Small,Good,Good,Poor,Good,Medium,Not Assessed,Medium,Low,Low,Low,WMT_MAN_MADE
NLA12_MN-181,1,NATURAL,Poor,Good,Poor,Poor,Small,Good,Good,Fair,Good,High,Low,Medium,Low,Low,No Detect,UMW_NATURAL
NLA12_MN-180,1,NATURAL,Poor,Good,Poor,Fair,Small,Fair,Poor,Fair,Poor,Medium,Medium,Low,Moderate,Moderate,Low,UMW_NATURAL
NLA12_CA-212,1,MAN_MADE,Good,Fair,Good,Good,Medium,Good,Good,Good,Good,Low,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_MN-162,1,NATURAL,Fair,Fair,Fair,Good,Small,Fair,Fair,Fair,Fair,High,Medium,Medium,Low,Low,No Detect,UMW_NATURAL
NLA12_MN-170,1,NATURAL,Good,Good,Good,Fair,Small,Good,Good,Good,Good,High,Medium,High,Low,Low,No Detect,UMW_NATURAL
NLA12_ME-108,1,NATURAL,Poor,Fair,Good,Good,Small,Poor,Fair,Fair,Good,High,Medium,Medium,Low,Low,No Detect,NAP_NATURAL
NLA12_IN-162,1,MAN_MADE,Good,Fair,Good,Good,Medium,Good,Good,Fair,Good,High,Not Assessed,Medium,Moderate,Low,Low,TPL_MAN_MADE
NLA12_IN-112,1,RESERVOIR,Fair,Poor,Good,Fair,Medium,Poor,Poor,Poor,Poor,Medium,Not Assessed,Low,High,High,Low,TPL_MAN_MADE
NLA12_IN-131,1,MAN_MADE,Good,Good,Good,Good,Medium,Fair,Good,Fair,Good,Low,Not Assessed,Medium,Low,Low,No Detect,TPL_MAN_MADE
NLA12_TX-137,1,RESERVOIR,Good,Fair,Fair,Good,Small,Fair,Fair,Poor,Good,Medium,Not Assessed,Medium,Low,Moderate,Low,CPL_MAN_MADE
NLA12_CO-127,1,RESERVOIR,Not Assessed,Poor,Poor,Poor,Large,Poor,Poor,Poor,Poor,Low,Not Assessed,Medium,High,High,High,SPL_MAN_MADE
NLA12_MO-120,1,RESERVOIR,Good,Poor,Fair,Fair,Large,Poor,Poor,Fair,Poor,High,Not Assessed,Low,Moderate,High,No Detect,TPL_MAN_MADE
NLA12_PA-119,1,RESERVOIR,Good,Good,Poor,Good,Large,Poor,Poor,Fair,Poor,Medium,Not Assessed,Medium,No Detect,Low,No Detect,SAP_MAN_MADE
NLA12_OH-112,1,MAN_MADE,Fair,Poor,Good,Good,Large,Good,Good,Poor,Poor,High,Not Assessed,Medium,Low,Low,No Detect,TPL_MAN_MADE
NLA12_CA-138,1,NATURAL,Good,Fair,Fair,Good,Large,Fair,Fair,Good,Fair,High,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_WI-133,1,NATURAL,Good,Fair,Fair,Good,Small,Good,Good,Fair,Good,High,Medium,Medium,Low,Moderate,Low,TPL_NATURAL
NLA12_WI-132,1,RESERVOIR,Good,Fair,Poor,Poor,Small,Good,Poor,Fair,Poor,High,Not Assessed,Medium,High,Low,Low,UMW_MAN_MADE
NLA12_WI-181,1,NATURAL,Good,Fair,Good,Good,Small,Good,Good,Fair,Good,High,Medium,Medium,Moderate,Low,Low,TPL_NATURAL
NLA12_WI-135,1,NATURAL,Good,Fair,Fair,Good,Small,Good,Good,Fair,Good,High,Low,Medium,Low,Low,No Detect,UMW_NATURAL
NLA12_WI-111,1,NATURAL,Good,Good,Fair,Good,Large,Fair,Poor,Not Assessed,Poor,High,Medium,High,Low,Low,Low,UMW_NATURAL
NLA12_MT-177,1,RESERVOIR,Fair,Good,Fair,Good,Medium,Poor,Poor,Poor,Poor,Low,Not Assessed,Low,Low,Low,Low,NPL_MAN_MADE
NLA12_MA-101,1,NATURAL,Fair,Fair,Good,Good,Small,Fair,Poor,Fair,Good,High,Low,High,Moderate,Low,No Detect,CPL_NATURAL
NLA12_MA-105,1,RESERVOIR,Good,Fair,Good,Poor,Small,Good,Fair,Fair,Fair,High,Not Assessed,High,Moderate,Low,No Detect,NAP_MAN_MADE
NLA12_IN-183,1,MAN_MADE,Fair,Good,Fair,Poor,Medium,Good,Good,Fair,Good,Medium,Not Assessed,Medium,High,Low,Low,TPL_MAN_MADE
NLA12_WA-124,1,NATURAL,Poor,Good,Fair,Good,Medium,Good,Fair,Fair,Fair,Low,Low,Medium,Low,Moderate,Low,XER_NATURAL
NLA12_MA-111,1,RESERVOIR,Good,Poor,Good,Good,Small,Fair,Fair,Fair,Fair,Low,Not Assessed,Low,Low,Low,No Detect,CPL_MAN_MADE
NLA12_WA-120,1,NATURAL,Poor,Good,Good,Fair,Small,Fair,Poor,Fair,Poor,Low,Low,Low,Low,Low,No Detect,WMT_NATURAL
NLA12_UT-290,1,NATURAL_ENH,Fair,Good,Poor,Fair,Large,Poor,Poor,Fair,Poor,Low,Low,Low,Low,Low,No Detect,XER_NATURAL
NLA12_MA-108,1,MAN_MADE,Poor,Good,Fair,Poor,Small,Fair,Fair,Fair,Fair,High,Not Assessed,High,High,Low,No Detect,NAP_MAN_MADE
NLA12_WY-125,1,NATURAL,Good,Fair,Fair,Good,Small,Good,Fair,Good,Fair,High,Low,High,Low,Moderate,No Detect,WMT_NATURAL
NLA12_OK-102,1,RESERVOIR,Poor,Good,Poor,Poor,Large,Fair,Poor,Fair,Poor,Low,Not Assessed,Low,High,High,Low,SPL_MAN_MADE
NLA12_OK-285,1,MAN_MADE,Good,Good,Poor,Good,Medium,Fair,Fair,Fair,Fair,Medium,Not Assessed,Medium,Moderate,Moderate,No Detect,SPL_MAN_MADE
NLA12_CA-107,1,MAN_MADE,Good,Poor,Good,Good,Medium,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_DE-121,1,MAN_MADE,Good,Fair,Poor,Poor,Small,Good,Good,Good,Good,High,Not Assessed,Medium,Moderate,Moderate,No Detect,CPL_MAN_MADE
NLA12_WV-105,1,MAN_MADE,Fair,Good,Fair,Poor,Small,Good,Fair,Fair,Fair,High,Not Assessed,Medium,Low,Low,No Detect,SAP_MAN_MADE
NLA12_MT-105,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Fair,Good,Medium,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_CO-111,1,RESERVOIR,Fair,Good,Good,Good,Large,Good,Good,Fair,Good,Low,Not Assessed,Medium,Low,Moderate,Low,SPL_MAN_MADE
NLA12_OR-126,1,NATURAL,Poor,Good,Good,Good,Small,Good,Good,Fair,Good,Medium,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_OR-173,1,NATURAL,Good,Good,Good,Good,Medium,Good,Good,Good,Good,High,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_TX-159,1,RESERVOIR,Good,Good,Poor,Poor,Medium,Fair,Fair,Fair,Fair,Low,Not Assessed,Medium,Moderate,Low,Low,SPL_MAN_MADE
NLA12_OK-311,1,MAN_MADE,Poor,Good,Poor,Good,Small,Fair,Fair,Good,Good,High,Not Assessed,Medium,Moderate,High,Low,SAP_MAN_MADE
