SITE_ID,VISIT_NO,SAMPLE_CATEGORY,SAMPLE_ID_CHEM,PH_LAB,PHLAB_FLAG,COND,COND_FLAG,COND_RL_ALERT,ANC,ANC_FLAG,TURB,TURB_FLAG,TURB_RL_ALERT,TOC,TOC_FLAG,TOC_RL_ALERT,DOC,DOC_FLAG,DOC_RL_ALERT,NH4N_PPM,NH4_FLAG,NH4_RL_ALERT,NO3_NO2,NO3NO2_FLAG,NO3NO2_RL_ALERT,NO3N_PPM,NO3_FLAG,NO3_RL_ALERT,NTL,NTL_FLAG,NTL_RL_ALERT,PTL,PTL_FLAG,PTL_RL_ALERT,CHLA,CHLA_RL_ALERT,FLAG_FLD_CHLA,COMMENT_FLD_CHLA,FLAG_LAB_CHLA,CL_PPM,CL_FLAG,CL_RL_ALERT,SO4_PPM,SO4_FLAG,SO4_RL_ALERT,CA_PPM,CA_FLAG,CA_RL_ALERT,MG_PPM,MG_FLAG,MG_RL_ALERT,NA_PPM,NA_FLAG,NA_RL_ALERT,K_PPM,K_FLAG,K_RL_ALERT,COLOR,COLOR_FLAG,COLOR_RL_ALERT,SIO2,SIO2_FLAG,SIO2_RL_ALERT,CATSUM,ANSUM2,SOBC,SECMEAN,CLEAR_TO_BOTTOM,COMMENT_SECCHI,FLAG_SECCHI,COMMENT_FLD_CHEM,COMMENT_LAB_CHEM
NLA06608-0509,1,P,502511,7.75,NA,352.4,NA,N,635.76,NA,1.09,<RL (2),Y,2.1,NA,N,2,NA,N,0.023,NA,N,0.633,NA,N,0.621,NA,N,821,NA,N,4,<RL (4),N,1.232,N,NA,NA,NA,40.46,NA,N,57.15,NA,N,29.04,NA,N,6.809,NA,N,21.51,NA,N,1.81,NA,N,10,NA,N,3.246,NA,N,2992.94,3011.19,2991.32,5.5,NA,NA,NA,NA,NA
NLA06608-0510,1,P,503461,8.79,NA,1329,NA,N,5260.43,NA,20.1,NA,N,19.11,NA,N,16.28,NA,N,0.052,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,2916,NA,N,165,NA,N,71.2,N,NA,NA,NA,44.739,NA,N,371.18,NA,N,35.69,NA,N,59.91,NA,N,158.7,NA,N,32.9,NA,N,13,NA,N,24.763,NA,N,14458.18,14250.31,14455.35,0.48,NA,NA,NA,NA,NA
NLA06608-0511,1,P,512201,7.81,NA,147.8,NA,N,794.6,NA,3,NA,N,1.54,NA,N,1.14,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,112,NA,N,13,NA,N,2.352,N,NA,NA,NA,0.177,<RL (0.2),Y,26.489,NA,N,16.32,NA,N,3.373,NA,N,3.696,NA,N,1.616,NA,N,4,<RL (5),Y,16.526,NA,N,1294.25,1351.11,1294.02,1.7,NA,NA,NA,NA,NA
NLA06608-0512,1,P,512451,8.78,NA,684.7,NA,N,8008.89,NA,8.27,NA,N,30.08,NA,N,27.8,NA,N,0.034,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,2447,NA,N,61,NA,N,11.84,N,NA,NA,NA,5.479,NA,N,7.592,NA,N,26.44,NA,N,70.9,NA,N,13.15,NA,N,26.86,NA,N,25,NA,N,12.254,NA,N,8414.42,8321.5,8412.56,0.71,NA,NA,NA,NA,NA
NLA06608-0514,1,P,502521,8.01,NA,219.9,NA,N,1107.02,NA,1.01,<RL (2),Y,2.83,NA,N,2.36,NA,N,0.016,<RL (0.02),Y,0.797,NA,N,0.791,NA,N,1009,NA,N,7,NA,N,3.856,N,NA,NA,IM,14.256,NA,N,25.218,NA,N,22.37,NA,N,6.804,NA,N,7.351,NA,N,1.656,NA,N,4,<RL (5),Y,0.524,NA,N,2039.35,2090.65,2038.26,3.05,NA,NA,NA,NA,NA
NLA06608-0515,1,P,514171,8.83,NA,1895,NA,N,13095.89,NA,14.2,NA,N,30.11,NA,N,26.13,NA,N,1.323,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,4984,NA,N,335,NA,N,5.92,N,NA,NA,NA,73.945,NA,N,359.777,NA,N,14.16,NA,N,133.2,NA,N,201.3,NA,N,71.72,NA,N,21,NA,N,26.585,NA,N,22328.32,22672.14,22257.77,0.84,NA,NA,NA,NA,NA
NLA06608-0523,1,P,512891,8.49,NA,1799,NA,N,2685.87,NA,8.86,NA,N,11.88,NA,N,11.03,NA,N,0.161,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1738,NA,N,115,NA,N,48.6,N,NA,NA,NA,54.092,NA,N,800.103,NA,N,122.9,NA,N,113.4,NA,N,97.43,NA,N,13.15,NA,N,6,NA,N,8.058,NA,N,20048.43,20869.74,20038.47,1.25,NA,NA,NA,NA,NA
NLA06608-0526,1,P,506671,7.02,NA,36.09,NA,N,226.76,NA,1.46,<RL (2),Y,14.43,NA,N,14.15,NA,N,0.016,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,651,NA,N,17,NA,N,11.008,N,NA,NA,NA,0.261,NA,N,3.279,NA,N,2.717,NA,N,2.006,NA,N,1.05,NA,N,0.304,NA,N,39,NA,N,0.285,NA,N,355.33,302.49,354.1,1.55,NA,NA,NA,NA,NA
NLA06608-0528,1,P,504901,8.28,NA,818.9,NA,N,2901.49,NA,8.87,NA,N,5.54,NA,N,5.25,NA,N,0.13,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,814,NA,N,65,NA,N,11.792,N,NA,NA,NA,33.095,NA,N,221.301,NA,N,57.99,NA,N,20.55,NA,N,77.21,NA,N,11.28,NA,N,18,NA,N,14.243,NA,N,8240.15,8442.46,8231.67,0.7,NA,NA,NA,NA,NA
NLA06608-0529,1,P,517811,8.83,NA,276.1,NA,N,2543.91,NA,7.01,NA,N,3.41,NA,N,3.28,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,508,NA,N,42,NA,N,26.08,N,NA,NA,NA,4.007,NA,N,14.869,NA,N,23.22,NA,N,12.46,NA,N,13.6,NA,N,4.34,NA,N,3,<RL (5),Y,26.14,NA,N,2887.04,2966.51,2886.56,1.93,NA,NA,NA,NA,NA
NLA06608-0530,1,P,508451,8.1,NA,36000,NA,N,1611.82,NA,3.66,NA,N,4.34,NA,N,4.78,NA,N,0.068,NA,N,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,1016,NA,N,117,NA,N,17.76,N,NA,NA,NA,15814.309,NA,N,2141.727,NA,N,244.5,NA,N,913.6,NA,N,7119,NA,N,302,NA,N,33,NA,N,3.134,NA,N,404767.06,492260.98,404762.49,1.05,NA,NA,NA,NA,NA
NLA06608-0531,1,P,505221,8.4,NA,9751,NA,N,3386.07,NA,6.34,NA,N,25.93,NA,N,23.96,NA,N,0.12,NA,N,0.021,NA,N,0.005,<RL (0.02),Y,2697,NA,N,57,NA,N,3.813,N,NA,NA,NA,506.883,NA,N,6398.215,NA,N,342.6,NA,N,737.7,NA,N,1257,NA,N,101.1,NA,N,12,NA,N,10.521,NA,N,135069.5,150894.05,135061.89,1.15,NA,NA,NA,NA,NA
NLA06608-0533,1,P,505021,8.01,NA,129.4,NA,N,832.2,NA,0.852,<RL (2),Y,2.59,NA,N,2.33,NA,N,0.031,NA,N,0.035,NA,N,0.066,NA,N,178,NA,N,6,NA,N,3.18,N,F1,ORIGINALLY FILLED 21 L CONTAINERS,NA,7.215,NA,N,8.678,NA,N,14.71,NA,N,2.561,NA,N,4.206,NA,N,1.068,NA,N,1,<RL (5),Y,1.84,NA,N,1157.15,1221.1,1155.04,3.8,NA,NA,NA,CHANGE IN COORDINATES 42.4997/78.29090,NA
NLA06608-0537,1,P,502641,7.17,NA,150.2,NA,N,205.64,NA,2.81,NA,N,2.13,NA,N,2.01,NA,N,0.022,NA,N,0.026,NA,N,0.027,NA,N,256,NA,N,11,NA,N,2.335,N,F1,"FORGOT TO RECORD VOLUME, BUT IT WAS ON THE VIAL SENT TO LAB",NA,27.91,NA,N,9.441,NA,N,5.463,NA,N,2.031,NA,N,15.91,NA,N,1.028,NA,N,14,NA,N,2.259,NA,N,1159.7,1191.43,1158.07,1.78,NA,NA,NA,NA,NA
NLA06608-0540,1,P,509901,8.29,NA,1255,NA,N,3208.09,NA,31.7,NA,N,14.42,NA,N,9.72,NA,N,0.014,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,2250,NA,N,235,NA,N,95.04,N,NA,NA,NA,27.906,NA,N,478.01,NA,N,126.2,NA,N,63.04,NA,N,48.88,NA,N,14.68,NA,N,23,NA,N,12.076,NA,N,13987.36,13947.38,13986.44,0.21,NA,NA,NA,NA,NA
NLA06608-0541,1,P,514251,7.31,NA,275.6,NA,N,434.85,NA,2.71,NA,N,4.24,NA,N,3.99,NA,N,0.018,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,329,NA,N,14,NA,N,6.016,N,NA,NA,NA,61.376,NA,N,5.125,NA,N,9.801,NA,N,3.111,NA,N,32.52,NA,N,2.814,NA,N,6,NA,N,1.764,NA,N,2232.9,2272.77,2231.58,1.6,NA,NA,NA,NA,NA
NLA06608-0542,1,P,513561,8.13,NA,129.7,NA,N,1211.41,NA,1.62,<RL (2),Y,14.33,NA,N,13.49,NA,N,0.032,NA,N,0.011,<RL (0.02),Y,0.005,<RL (0.02),Y,1303,NA,N,15,NA,N,3.184,N,NA,NA,IM,0.409,NA,N,5.092,NA,N,14.57,NA,N,6.66,NA,N,0.726,NA,N,1.153,NA,N,12,NA,N,0.748,NA,N,1338.3,1329.33,1336.15,NA,Y,NA,NA,NA,NA
NLA06608-0546,1,P,513131,8.49,NA,746.2,NA,N,1848.8,NA,2.19,NA,N,5.63,NA,N,5.61,NA,N,0.072,NA,N,3.429,NA,N,3.168,NA,N,4022,NA,N,181,NA,N,14.944,N,NA,NA,NA,135.587,NA,N,34.099,NA,N,38.34,NA,N,4.048,NA,N,87.19,NA,N,8.215,NA,N,15,NA,N,0.734,NA,N,6253.39,6609.28,6248.94,1.98,NA,NA,NA,NA,NA
NLA06608-0547,1,P,506571,8.28,NA,311.1,NA,N,2165.72,NA,2.16,NA,N,6.57,NA,N,6.34,NA,N,0.013,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,519,NA,N,10,NA,N,2.107,N,NA,NA,NA,14.105,NA,N,28.461,NA,N,27.98,NA,N,17.94,NA,N,3.857,NA,N,1.736,NA,N,19,NA,N,3.798,NA,N,3085.47,3156.13,3084.62,3.6,NA,LOCALS SAID THAT ZEBRA MUSSELS HAVE REALLY CLEANED UP THE LAKE,NA,NA,NA
NLA06608-0550,1,P,504381,6.85,NA,27.88,NA,N,76.32,NA,0.454,<RL (2),Y,2.4,NA,N,2.48,NA,N,0.005,<RL (0.02),Y,0.022,NA,N,0.023,NA,N,234,NA,N,1,<RL (4),Y,1.312,N,NA,NA,NA,2.296,NA,N,3.605,NA,N,2.125,NA,N,0.343,NA,N,1.751,NA,N,0.373,NA,N,5,<RL (5),N,1.627,NA,N,220.68,217.92,219.97,5.95,NA,NA,NA,NA,NA
NLA06608-0551,1,P,509441,8.5,NA,509.6,NA,N,3624.73,NA,4.34,NA,N,7.15,NA,N,6.68,NA,N,0.179,NA,N,0.43,NA,N,0.574,NA,N,1361,NA,N,54,NA,N,16.8,N,NA,NA,NA,26.028,NA,N,52.966,NA,N,46.83,NA,N,30.91,NA,N,12.97,NA,N,4.632,NA,N,10,NA,N,5.929,NA,N,5574.01,5502.61,5562.97,1.75,NA,NA,NA,NA,NA
NLA06608-0555,1,P,506931,8.53,NA,682.4,NA,N,4682.4,NA,3.91,NA,N,6.19,NA,N,5.65,NA,N,0.048,NA,N,0.021,NA,N,0.204,NA,N,578,NA,N,8,NA,N,5.653,N,NA,NA,NA,66.94,NA,N,29.274,NA,N,64.9,NA,N,22.4,NA,N,33.24,NA,N,2.059,NA,N,6,NA,N,9.177,NA,N,6583.22,7194.56,6580.28,2.03,NA,NA,NA,NA,NA
NLA06608-0558,1,P,506961,8.39,NA,407.1,NA,N,3990.23,NA,1.94,<RL (2),Y,12.65,NA,N,11.8,NA,N,0.058,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1154,NA,N,17,NA,N,7.216,N,NA,NA,NA,9.032,NA,N,1.464,NA,N,28.03,NA,N,28.57,NA,N,4.89,NA,N,4.39,NA,N,15,NA,N,3.58,NA,N,4078.34,4275.47,4074.65,2.4,NA,NA,NA,NA,NA
NLA06608-0560,1,P,507661,8.49,NA,3256,NA,N,3515.82,NA,8.15,NA,N,4.39,NA,N,4.75,NA,N,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,532,NA,N,27,NA,N,12.96,N,NA,NA,NA,643.933,NA,N,426.819,NA,N,61.33,NA,N,49.57,NA,N,484.2,NA,N,8.301,NA,N,6,NA,N,11.76,NA,N,28413.98,30564.97,28413.24,0.8,NA,NA,NA,NA,NA
NLA06608-0561,1,P,513751,7.25,NA,18.72,NA,N,149.79,NA,0.683,<RL (2),Y,2.24,NA,N,1.99,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,86,NA,N,5,NA,N,0.139,N,NA,NA,NA,0.182,<RL (0.2),Y,0.491,NA,Y,1.939,NA,N,0.273,NA,N,0.976,NA,N,0.283,NA,N,11,NA,N,5.9,NA,N,169.18,165.2,168.91,7.05,NA,NA,NA,NA,NA
NLA06608-0562,1,P,508771,7.03,NA,105.6,NA,N,107.99,NA,1.03,<RL (2),Y,4.67,NA,N,4.38,NA,N,0.044,NA,N,0.053,NA,N,0.058,NA,N,334,NA,N,9,NA,N,2.08,N,NA,NA,NA,22.664,NA,N,4.814,NA,N,3.514,NA,N,0.748,NA,N,12.39,NA,N,0.921,NA,N,30,NA,N,2.516,NA,N,802.61,851.71,799.39,2.78,NA,NA,NA,NA,NA
NLA06608-0562,2,D,508981,6.88,NA,112.9,NA,N,115.57,NA,1.27,NA,Y,3.79,NA,N,3.76,NA,N,0.026,NA,N,0.034,NA,N,0.027,NA,N,250,NA,N,5,NA,N,2.32,N,NA,NA,NA,23.999,NA,N,4.59,NA,N,3.37,NA,N,0.777,NA,N,13.37,NA,N,0.984,NA,N,25,NA,N,3.138,NA,N,840.93,890.23,838.83,NA,NA,NA,NA,NA,NA
NLA06608-0564,1,P,509491,7.73,NA,84.09,NA,N,735.58,NA,3.69,NA,N,4.05,NA,N,4.09,NA,N,0.025,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,217,NA,N,14,NA,N,6.648,N,NA,NA,NA,0.541,NA,N,4.159,NA,N,12.97,NA,N,1.385,NA,N,1.691,NA,N,0.565,NA,N,12,NA,N,10.93,NA,N,850.93,837.45,849.18,2.42,NA,NA,NA,NA,NA
NLA06608-0565,1,P,507511,8.5,NA,361.3,NA,N,2527.44,NA,9.26,NA,N,4.15,NA,N,4.02,NA,N,0.021,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,704,NA,N,81,NA,N,40.896,N,NA,NA,NA,12.984,NA,N,44.185,NA,N,29.21,NA,N,16.42,NA,N,14.99,NA,N,1.701,NA,N,16,NA,N,14.744,NA,N,3505.58,3813.6,3504.28,0.76,NA,NA,NA,NA,NA
NLA06608-0569,1,P,509871,9.85,NA,481,NA,N,3222.74,NA,14.5,NA,N,19.52,NA,N,17.75,NA,N,0.039,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,2188,NA,N,518,NA,N,54,N,U,VOLUME WAS RECORDED ON LABEL,NA,55.38,NA,N,10.466,NA,N,30.7,NA,N,19.47,NA,N,41.67,NA,N,4.208,NA,N,30,NA,N,2.984,NA,N,5054.86,5002.69,5054.25,0.43,NA,DISAPPEARED IN SAV,U,NA,NA
NLA06608-0570,1,P,504001,8.41,NA,335.1,NA,N,3307.64,NA,1.44,<RL (2),Y,3.46,NA,N,3.57,NA,N,0.019,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,300,NA,N,12,NA,N,3.488,N,NA,NA,NA,1.825,NA,N,13.577,NA,N,39.24,NA,N,12.35,NA,N,9.844,NA,N,2.156,NA,N,19,NA,N,8.199,NA,N,3458.87,3641.79,3457.67,5.06,NA,NA,NA,NA,NA
NLA06608-0579,1,P,503501,8.71,NA,1074,NA,N,8463.16,NA,65.5,NA,N,27.09,NA,N,23.78,NA,N,0.055,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,2694,NA,N,229,NA,N,7.136,N,NA,NA,NA,19.481,NA,N,204.669,NA,N,43.48,NA,N,77.6,NA,N,74.85,NA,N,16.61,NA,N,30,NA,N,34.258,NA,N,12238.95,13273.85,12235.82,0.14,NA,NA,NA,NA,NA
NLA06608-0580,1,P,509831,8.36,NA,688,NA,N,1638.58,NA,0.775,<RL (2),Y,2.52,NA,N,2.39,NA,N,0.005,<RL (0.02),Y,0.024,NA,N,0.094,NA,N,183,NA,N,10,NA,N,1.816,N,NA,NA,NA,6.284,NA,N,251.852,NA,N,56,NA,N,37.28,NA,N,23.79,NA,N,2.718,NA,N,3,<RL (5),Y,2.71,NA,N,6966.62,7066.1,6966.42,4.75,NA,NA,NA,NA,NA
NLA06608-0581,1,P,503021,8.48,NA,257.4,NA,N,2414.44,NA,0.711,<RL (2),Y,2.84,NA,N,2.68,NA,N,0.014,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,241,NA,N,8,NA,N,1.928,N,NA,NA,IM,2.724,NA,N,12.386,NA,N,36.48,NA,N,7.288,NA,N,6.053,NA,N,1.546,NA,N,11,NA,N,8.836,NA,N,2723.77,2749.15,2722.9,6.6,NA,NA,NA,NA,NA
NLA06608-0582,1,P,508141,7.77,NA,328.1,NA,N,878.67,NA,4.63,NA,N,3.43,NA,N,3.31,NA,N,0.24,NA,N,1.876,NA,N,2.123,NA,N,2709,NA,N,315,NA,N,15.696,N,NA,NA,NA,49.711,NA,N,23.451,NA,N,19.82,NA,N,4.097,NA,N,32.33,NA,N,3.258,NA,N,15,NA,N,8.222,NA,N,2832.42,2920.65,2815.76,1.5,NA,NA,NA,NA,NA
NLA06608-0583,1,P,502601,8.94,NA,210.9,NA,N,2081.94,NA,32.5,NA,N,18.7,NA,N,14.18,NA,N,0.075,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,4897,NA,N,590,NA,N,326.88,N,NA,NA,NA,6.093,NA,N,3.535,NA,N,24.86,NA,N,7.615,NA,N,5.359,NA,N,4.387,NA,N,27,NA,N,9.806,NA,N,2216.17,2327.4,2212.45,0.28,NA,NA,NA,NA,NA
NLA06608-0585,1,P,503361,7.87,NA,261.3,NA,N,1636.93,NA,38.4,NA,N,3.14,NA,N,3.02,NA,N,0.056,NA,N,0.071,NA,N,0.102,NA,N,505,NA,N,105,NA,N,2.528,N,F1,ON ICE,NA,11.702,NA,N,31.141,NA,N,20.26,NA,N,5.393,NA,N,20.97,NA,N,3.065,NA,N,4,<RL (5),Y,10.209,NA,N,2449.16,2622.65,2445.29,0.24,NA,NA,NA,NA,Live creatures in unfiltered sample.
NLA06608-0587,1,P,513901,8.3,NA,257.7,NA,N,1881.77,NA,4.99,NA,N,8.94,NA,N,7.21,NA,N,0.02,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1153,NA,N,29,NA,N,15.28,N,NA,NA,NA,12.024,NA,N,16.33,NA,N,27.44,NA,N,9.761,NA,N,6.499,NA,N,0.67,NA,N,4,<RL (5),Y,0.395,NA,N,2473.6,2560.91,2472.3,1.09,NA,NA,NA,NA,NA
NLA06608-0587,2,P,511601,8.38,NA,245.7,NA,N,1890.47,NA,7.01,NA,N,8.39,NA,N,6.72,NA,N,0.01,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1271,NA,N,30,NA,N,20.923,N,IM,"TEAM INDICATED TYPE AS ""D"" POSSIBLY FOR VISIT 2?, NO PRIMARY SAMPLE RECORDED.",NA,11.72,NA,N,15.202,NA,N,26.55,NA,N,9.517,NA,N,7.569,NA,N,0.724,NA,N,7,NA,N,0.247,NA,N,2456.37,2537.55,2455.73,0.75,NA,NA,NA,"TEAM INDICATED TYPE AS ""D"" POSSIBLY FOR VISIT 2?, NO PRIMARY SAMPLE RECORDED.",NA
NLA06608-0588,1,P,505391,7.86,NA,130.1,NA,N,836.1,NA,429,NA,N,6.95,NA,N,6,NA,N,0.015,<RL (0.02),Y,0.65,NA,N,0.65,NA,N,1729,NA,N,589,NA,N,7.467,N,F2,TOO TURBID FOR 250 ML. SAMPLES TAKEN 7/23/2007.,NA,3.441,NA,N,11.535,NA,N,8.823,NA,N,2.567,NA,N,5.978,NA,N,7.784,NA,N,30,NA,N,11.133,NA,N,1111.67,1219.73,1110.62,0.09,NA,SAMPLES TAKEN 7/23/2007.,NA,SAMPLES TAKEN 7/23/2007.,NA
NLA06608-0590,1,P,508391,6.77,NA,134.2,NA,N,976.5,NA,5.06,NA,N,6.83,NA,N,6.17,NA,N,0.032,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,884,NA,N,46,NA,N,NA,NA,NA,NA,K,9.305,NA,N,2.57,NA,N,14.37,NA,N,4.651,NA,N,4.258,NA,N,0.466,NA,N,21,NA,N,6.957,NA,N,1299.36,1292.63,1296.92,2.75,NA,NA,NA,NA,NA
NLA06608-0591,1,P,503041,7.88,NA,72.58,NA,N,454.68,NA,2.12,NA,N,2.05,NA,N,1.91,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,182,NA,N,5,NA,N,5.808,N,NA,NA,NA,4.232,NA,N,4.063,NA,N,6.203,NA,N,1.499,NA,N,3.122,NA,N,1.428,NA,N,3,<RL (5),Y,5.706,NA,N,605.35,658.65,605.2,2.1,NA,NA,NA,NA,NA
NLA06608-0593,1,P,506381,7.7,NA,68.98,NA,N,455.44,NA,0.722,<RL (2),Y,3.71,NA,N,3.37,NA,N,0.032,NA,N,0.031,NA,N,0.043,NA,N,203,NA,N,4,<RL (4),N,10.688,N,K,NA,NA,4.134,NA,N,3.113,NA,N,5.926,NA,N,1.924,NA,N,3.896,NA,N,0.455,NA,N,21,NA,N,2.418,NA,N,637.38,639.95,635.13,4.91,NA,NA,NA,NA,NA
NLA06608-0594,1,P,502811,7.19,NA,58.43,NA,N,230.95,NA,6.31,NA,N,12.36,NA,N,10.67,NA,N,0.028,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,821,NA,N,41,NA,N,20.64,N,NA,NA,NA,7.121,NA,N,1.774,NA,N,3.367,NA,N,1.554,NA,N,3.695,NA,N,1.533,NA,N,70,NA,N,0.337,NA,N,497.87,468.8,495.82,0.88,NA,NA,NA,NA,NA
NLA06608-0595,1,P,514051,8.53,NA,2668,NA,N,6914.98,NA,31.7,NA,N,27.56,NA,N,26.23,NA,N,0.06,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,3828,NA,N,258,NA,N,106.56,N,NA,NA,NA,85.383,NA,N,1140.157,NA,N,44.93,NA,N,172.5,NA,N,328.4,NA,N,62.59,NA,N,28,NA,N,36.007,NA,N,32325.81,33061.36,32322.14,0.27,NA,NA,NA,NA,NA
NLA06608-0596,1,P,512951,7.43,NA,82.31,NA,N,295.42,NA,0.787,<RL (2),Y,1.28,NA,N,1.29,NA,N,0.005,<RL (0.02),Y,0.043,NA,N,0.051,NA,N,96,NA,N,1,<RL (4),Y,0.986,N,NA,NA,NA,0.154,<RL (0.2),Y,19.273,NA,N,9.958,NA,N,1.656,NA,N,1.069,NA,N,0.451,NA,N,7,NA,N,4.136,NA,N,691.74,704.71,691.21,5.55,NA,NA,NA,NA,NA
NLA06608-0597,1,P,502891,8.16,NA,172.3,NA,N,1495.2,NA,5.82,NA,N,3.52,NA,N,2.84,NA,N,0.02,NA,N,0.011,<RL (0.02),Y,0.071,NA,N,361,NA,N,22,NA,N,7.8,N,NA,NA,NA,1.941,NA,N,10.281,NA,N,18.95,NA,N,3.376,NA,N,10.68,NA,N,1.099,NA,N,5,<RL (5),N,8.816,NA,N,1717.41,1769.07,1716.07,1.26,NA,NA,NA,NA,NA
NLA06608-0599,1,P,514211,7.82,NA,330.4,NA,N,1090.46,NA,6.31,NA,N,8.99,NA,N,8.49,NA,N,0.018,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1012,NA,N,90,NA,N,50.256,N,NA,NA,NA,36.652,NA,N,42.898,NA,N,26.24,NA,N,6.736,NA,N,20.94,NA,N,5.865,NA,N,31,NA,N,14.491,NA,N,2925.77,3017.42,2924.51,0.64,NA,NA,NA,NA,NA
NLA06608-0606,1,P,514861,7.33,NA,151,NA,N,1072.35,NA,5.18,NA,N,9.2,NA,N,8.4,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,708,NA,N,15,NA,N,5.824,N,NA,NA,NA,9.648,NA,N,4.188,NA,N,15.54,NA,N,4.738,NA,N,5.432,NA,N,0.99,NA,N,10,NA,N,1.317,NA,N,1427.54,1431.72,1426.93,1.55,NA,NA,NA,NA,NA
NLA06608-0608,1,P,503751,8.59,NA,470.8,NA,N,3380.74,NA,29,NA,N,8.45,NA,N,6.89,NA,N,0.016,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,2184,NA,N,327,NA,N,102.6,N,NA,NA,NA,29.695,NA,N,27.781,NA,N,43.19,NA,N,17.96,NA,N,18.39,NA,N,4.277,NA,N,15,NA,N,8.48,NA,N,4543.34,4796.72,4542.39,0.42,NA,NA,NA,NA,NA
NLA06608-0609,1,P,502041,9.45,NA,228.9,NA,N,1243.24,NA,31.8,NA,N,16.16,NA,N,14.15,NA,N,0.024,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,3334,NA,N,239,NA,N,187.92,N,NA,NA,NA,23.669,NA,N,13.599,NA,N,23.58,NA,N,4.004,NA,N,12.54,NA,N,3.987,NA,N,20,NA,N,1.085,NA,N,2154.27,2193.98,2153.56,0.23,NA,NA,NA,NA,NA
NLA06608-0610,1,P,512011,7.65,NA,300.7,NA,N,437.92,NA,2.52,NA,N,4.16,NA,N,4.13,NA,N,0.023,NA,N,0.039,NA,N,0.054,NA,N,549,NA,N,11,NA,N,5.808,N,NA,NA,NA,64.877,NA,N,9.427,NA,N,11.9,NA,N,1.931,NA,N,37.75,NA,N,2.694,NA,N,4,<RL (5),Y,0.025,<RL (0.1),Y,2465.27,2467.99,2463.65,2.6,NA,NA,NA,NA,NA
NLA06608-0611,1,P,514671,8.67,NA,541.6,NA,N,3892.88,NA,11.6,NA,N,6.43,NA,N,5.96,NA,N,0.021,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,903,NA,N,53,NA,N,20.64,N,NA,NA,NA,50.84,NA,N,23.763,NA,N,37.11,NA,N,32.43,NA,N,22.8,NA,N,2.822,NA,N,7,NA,N,8.561,NA,N,5585.53,5821.62,5584.31,1.45,NA,NA,NA,NA,NA
NLA06608-0614,1,P,505931,8.03,NA,219.4,NA,N,705.68,NA,0.825,<RL (2),Y,2.91,NA,N,2.82,NA,N,0.017,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,259,NA,N,8,NA,N,1.216,N,NA,NA,NA,40.213,NA,N,3.124,NA,N,13.65,NA,N,3.38,NA,N,18.49,NA,N,0.332,NA,N,5,<RL (5),N,12.401,NA,N,1773.19,1904.98,1772.03,4.97,NA,NA,NA,NA,NA
