SITE_ID,VISIT_NO,IRT,PRT,ORT,MRT,Lake_Vol,ELEV_PT,Max_WSelev,Mean_WSelev,Stdev_WSelev,DOM_GEOL,GEOL_PT,Precip_WS,Precip_PT,P_WY,E,RH_WS,RH_PT,RH_COLMO,RH_FW,T_FW,TMAX_WS,TMEAN_WS,TMIN_WS,TMAX_PT,TMEAN_PT,TMIN_PT,POP_DEN,FarmFert,LvStckCon,LvStckUnC,NnFarmFert,ATM_N,Hum_N,Fert,manure,largest_source,AN
NLA06608-0781,1,0.16,0.02,0.16,0.03,186875.3496,183.07,372,221,41,Sedimentary,Sedimentary,1258.18,1259,1.21,0.6,66,66,0.48,0.58,18.24,28.05,8.85,-8.86,27.9,8.8,-9,280.6564765,2117.09,1615.323,1407.861,1303.281,10659.25516,12790.20627,3420.371,3023.184,Sewage,12.72164983
NLA06608-0782,1,1.04,0.27,1.04,1.24,170343.9064,558.98,669,601,31,Mafic_UltraMaf*,Mafic_UltraMafic,743,761,0.74,0.5,69,69,0.4,0.51,15.23,25.4,2.7,-21.05,25.2,2.5,-21.2,1.7,0,0,0,0,385.296233,7.9104593,0,0,Atmospheric,4.503612779
NLA06608-0783,1,0.12,0,0.12,0.01,711928.3902,291.82,328,301,7,Sedimentary,Sedimentary,974.25,972,1.12,0.66,69,69,0.47,0.56,19.65,29.05,10.15,-8.09,29.1,10.2,-8,81.3604741,1178035.717,229228.608,61588.671,8.82,322870.5822,89419.10837,1178044.537,290817.279,Fertilizer,15.97830369
NLA06608-0785,1,0.55,0.09,0.55,2.36,1463337.446,210.96,516,316,52,Quaternary,Quaternary,189.94,192,0.15,0.68,59,60,0.25,0.38,20.27,31.26,10.52,-5.1,32.1,10.9,-5,12.49984534,885997.49,89859.802,49462.083,331.988,36026.1542,7124.319427,886329.478,139321.885,Fertilizer,3.437939411
NLA06608-0792,1,0.92,0.07,0.92,0.23,378446021.5,156.97,401,230,49,Sedimentary,Sedimentary,983.9,964,1.31,1,63.96,64,0.45,0.58,24.9,35.42,17.83,-0.38,35.6,18.5,0.5,170.1245283,10428724.64,1240323.801,5784471.712,145400.313,5481691.27,3980595.073,10574124.95,7024795.513,Fertilizer,12.74243902
NLA06608-0793,1,0.37,0.12,0.37,0.26,2159932.786,886.29,1088,939,37,Sedimentary,Sedimentary,1163.33,1163,1.01,0.6,80,80,0.51,0.61,17.66,25.23,9.77,-5.97,25.7,10.2,-5.6,110.9698743,2995.88,90.424,5114.123,339.208,18636.04257,10411.07701,3335.088,5204.547,Atmospheric,10.8039406
NLA06608-0794,1,2.82,3.78,3.78,4.22,291356365.7,2261,4167,2993,424,Gneiss,Sedimentary,832.59,378,0.3,0.39,53.98,54,0.21,0.41,12.96,19.43,-0.19,-15.7,24.7,1.3,-18.4,1.100058536,130.242,12.39,59349.438,0.68,53039.61288,1545.589204,130.922,59361.828,Manure,2.053246657
NLA06608-0797,1,0.08,0,0.08,0.06,486544.6645,1842,3622,2273,343,Sedimentary,Quaternary,366.68,217,0.15,0.55,52.21,52,0.1,0.25,18.18,27.26,6.14,-10.52,31,8.1,-10.5,14.7410494,33300.936,8297.667,44346,319.77,183623.1218,83919.13455,33620.706,52643.667,Atmospheric,1.754340263
NLA06608-0802,1,0.13,0.01,0.13,0.01,101209.0388,348.79,554,398,36,Sedimentary,Sedimentary,1247.38,1244,1.25,0.54,66.5,66,0.48,0.56,16.12,25.58,7.07,-11.05,25.7,7.1,-11,86.82210291,431.638,464.526,158.299,427.133,8933.930118,4725.771761,858.771,622.825,Atmospheric,8.927280232
NLA06608-0804,1,0.34,0.03,0.34,0.06,271688.8711,138.38,238,184,26,Sedimentary,Sedimentary,1271,1268,1,0.79,68,68,0.36,0.54,23.18,31.83,14.34,-3.04,31.9,14.3,-3.3,14.1,17.648,1.07,59.766,11.508,11231.53961,656.878402,29.156,60.836,Atmospheric,13.11271077
NLA06608-0805,1,0.44,0.17,0.44,0.29,164504.2801,258.17,391,299,40,Sedimentary,Sedimentary,1200,1200,1.07,0.59,66,66,0.49,0.58,16.94,27.1,8.1,-10.3,27.1,8.1,-10.3,44.3,234.969,415.266,187.434,15.352,997.1552484,221.4484719,250.321,602.7,Atmospheric,10.84957876
NLA06608-0806,1,0.32,0.03,0.32,0.05,442974.2358,391.93,686,475,57,Granitic,Granitic,1152.06,1153,1.15,0.5,66.5,66,0.42,0.56,15.36,24.94,4.61,-15.79,25.1,4.8,-15.6,30.70342453,0,0,145.157,18.614,13128.96539,2419.582436,18.614,145.157,Atmospheric,9.061413654
NLA06608-0807,1,2.35,1.1,2.35,2.28,463066.9157,533.4,551,536,4,Sedimentary,Sedimentary,543,543,0.71,0.59,68,68,0.46,0.59,17.97,28.6,6,-17.7,28.6,6,-17.7,2.4,0,0,43.594,2.184,415.4676302,7.750656522,2.184,43.594,Atmospheric,6.997275963
NLA06608-0808,1,0.46,0.09,0.46,0.24,107102.6824,253.52,267,259,3,Sedimentary,Sedimentary,1125,1125,1.23,0.79,66,66,0.46,0.57,22.56,32.6,13.5,-6,32.6,13.5,-6,15,2206.458,508.824,1437.696,5.04,923.2823441,77.66384073,2211.498,1946.52,Fertilizer,9.698978229
NLA06608-0809,1,1.16,0.01,1.16,0.12,1310835.041,1906,2586,2120,132,Volcanic,Volcanic,633.36,443,0.34,0.59,41.56,41,0.22,0.33,19.23,28.48,8.96,-8.01,30.4,10.2,-7.4,162.4263117,3350.27,26343.702,1154.178,754.512,90155.80483,241275.4305,4104.782,27497.88,Sewage,3.301079905
NLA06608-0811,1,1.2,0.09,1.2,0.23,219625.281,305.54,324,310,7,Sedimentary,Sedimentary,941.67,943,1.07,0.63,70,70,0.41,0.57,18.82,28.73,9.33,-8.87,28.9,9.4,-8.9,28.83218264,5992.704,662.337,665.022,50.904,2816.079667,352.5214218,6043.608,1327.359,Fertilizer,12.52725746
NLA06608-0812,1,0.93,0.14,0.93,0.41,609101.7969,73.51,110,89,9,Sedimentary,Sedimentary,1525,1525,1.31,0.95,73,73,0.44,0.59,24.58,33.35,18.45,2.25,33.4,18.4,2.2,8.1,37.692,30.108,223.279,2.838,3074.386276,149.2683029,40.53,253.387,Atmospheric,9.073919359
NLA06608-0815,1,0.01,0.01,0.01,0.04,281320.1033,110.89,175,146,10,Sedimentary,Sedimentary,1260.81,1262,0.97,0.94,72.6,73,0.51,0.57,24.16,32.78,18.18,2.15,32.8,18.2,2.2,24.1649478,93740.768,17569.652,12097.904,19.182,23523.93788,4062.144689,93759.95,29667.556,Fertilizer,7.61131254
NLA06608-0820,1,0.01,0,0.01,0,85591.62698,269.03,606,355,70,Sedimentary,Sedimentary,1473.54,1443,0.89,0.77,69.58,69,0.36,0.51,22.48,30.57,13.82,-3.09,31.1,14.1,-3,234.507958,344070.489,74525.155,387577.911,22512.75,358151.5927,396220.2141,366583.239,462103.066,Manure,11.52940519
NLA06608-0823,1,3.98,0.87,3.98,5.25,15238666.9,353.94,417,372,13,Volcanic,Volcanic,805.55,807,0.7,0.57,70,70,0.45,0.58,17.81,27.28,5.78,-17.48,27.3,5.8,-17.6,38.8106686,17348.523,11278.788,4874.952,213.192,24479.11668,5259.278662,17561.715,16153.74,Atmospheric,9.825162529
NLA06608-0824,1,0.81,0.06,0.81,0.19,10044369.71,266.81,403,313,25,Sedimentary,Sedimentary,1029.96,1075,1.3,0.86,63,63,0.46,0.6,23.2,34.06,15,-4.69,34.1,15.2,-4.5,4.443344504,4613.394,0.0182584,206237.437,289.86,96212.98893,2946.70757,4903.254,206237.4553,Manure,7.890884982
NLA06608-0825,1,0.44,0,0.44,0.09,505206.3635,1654,2670,1977,169,Volcanic,Volcanic,455.27,360,0.3,0.63,48.49,46,0.17,0.25,19.36,28.59,8.9,-7.35,31.7,10.2,-7.6,6.56782738,11489.984,2946.386,19768.032,357.963,92287.7741,12373.00438,11847.947,22714.418,Atmospheric,2.66446361
NLA06608-0827,1,1.42,1.04,1.42,4.36,412668.8265,1620.93,1640,1627,4,Sedimentary,Sedimentary,378,378,0.45,0.64,52,52,0.25,0.39,20.16,31.3,10.2,-8.5,31.3,10.2,-8.5,2718.010995,375.088,26.724,55.752,272.451,333.08678,13101.42792,647.539,82.476,Sewage,3.75845221
NLA06608-0828,1,0.41,0.08,0.41,0.24,743742.8531,34.39,36,33,0,Quaternary,Quaternary,1460.9,1460,1.22,0.94,73,73,0.57,0.6,24.66,33.7,17.69,1.03,33.7,17.7,1.1,7,20410.896,3.828,42.108,27.39,6771.178678,288.9888333,20438.286,45.936,Fertilizer,8.920728283
NLA06608-0830,1,0.21,0.01,0.21,0.11,92019.26599,542.28,582,561,9,Sedimentary,Sedimentary,461.91,463,0.55,0.56,66,66,0.41,0.55,17.14,28.07,4.49,-19.65,28.1,4.5,-19.6,1.618516246,58843.132,1441.806,12550.311,144.319,12985.13095,236.7388521,58987.451,13992.117,Fertilizer,4.828507586
NLA06608-0831,1,0.08,0.25,0.25,0.36,13394979.65,380.96,1072,740,176,Sedimentary,Sedimentary,1788.3,1487,1.35,0.68,71.88,71,0.52,0.55,20.69,28.98,13.53,-2.39,30.7,14.8,-1.4,44.93071278,952.371,43.325,693.768,0,32529.82835,9551.810733,952.371,737.093,Atmospheric,8.3225886590000009
NLA06608-0833,1,0.97,0.05,0.97,0.04,2539580.434,1482,3074,1998,334,Gneiss,Gneiss,2066.12,1629,1.25,0.37,65.43,62,0.27,0.47,12.01,17.49,-0.05,-13.13,18.8,0.8,-12.7,0.1,47.18,2.72,3653.725,0,11235.90228,24.05159613,47.18,3656.445,Atmospheric,2.540873886
NLA06608-0834,1,0.9,0.01,0.9,0.08,24020608.73,459,3478,1694,527,Sedimentary,Granitic,608.41,338,0.17,1.18,39.63,37,0.09,0.23,29.94,31.41,12.29,-4.48,39.9,21.1,3.9,6.329757764,5938.577,24140.322,891910.582,2431.84,5766886.988,549398.4447,8370.417,916050.904,Atmospheric,3.613767136
NLA06608-0836,1,0.8,0.12,0.8,1.34,872443.7977,1960.5,2093,2020,37,Sedimentary,Sedimentary,298.43,296,0.31,0.59,54.75,54,0.32,0.33,18.89,30.54,9.8,-8.45,30.7,9.6,-9,15.06528821,0,0,1724.792,2.678,4611.912955,1922.589034,2.678,1724.792,Atmospheric,1.965581899
NLA06608-0837,1,0.31,0.01,0.31,0.19,642729.1747,1452.11,2823,1834,285,Sedimentary,Volcanic,418.06,316,0.26,0.55,58.26,58,0.18,0.34,17.9,27.6,5.37,-12.2,30.4,6.7,-12.5,0.700478728,77846.544,3618.432,91360.797,785.359,63429.92752,1282.648892,78631.903,94979.229,Manure,1.884084752
NLA06608-0842,1,2.04,1.1,2.04,1.74,1274609.121,3139,3437,3244,84,Gneiss,Gneiss,1072.33,1074,0.88,0.3,54,54,0.23,0.37,7.04,16.6,-2.97,-17.87,17.2,-2.5,-17.7,0.6,0,0,314.769,0,297.1738649,4.304952235,0,314.769,Manure,2.252747854
NLA06608-0843,1,0.46,0.04,0.46,0.12,528544.2563,148.45,251,178,17,Sedimentary,Sedimentary,1479,1477,0.97,0.87,69,69,0.51,0.53,24.26,32.58,16.7,0.02,32.7,16.7,0,151.3937198,2156.578,868.252,1367.903,1800.13,13648.52586,12350.41394,3956.708,2236.155,Atmospheric,9.099785426
NLA06608-0846,1,0.62,0.03,0.62,0.19,16989023.25,464.14,559,488,13,Volcanic,Volcanic,805.96,792,0.65,0.51,69.02,69,0.46,0.58,15.91,25.76,4.42,-17.8,26,4.6,-17.7,47.01952303,35782.341,3389.566,3243.99,4840.962,564883.1286,207035.4891,40623.303,6633.556,Atmospheric,6.97768059
NLA06608-0847,1,0.31,0.12,0.31,0.23,39932182.1,263.19,310,277,10,Sedimentary,Sedimentary,941.84,926,1.1,0.68,69.44,70,0.49,0.57,19.78,29.13,10.36,-8.03,29.1,10.4,-8.1,134.3588755,1884318.262,1377842.323,90021.595,20.063,496637.2368,212731.3121,1884338.325,1467863.918,Fertilizer,17.06055987
NLA06608-0849,1,4.54,0.58,4.54,0.7,340164309.9,10.11,592,93,84,Sedimentary,Sedimentary,2679.24,2434,2.89,0.54,82.89,83,0.59,0.73,12.98,21.08,9.6,1,20.1,9.6,1.5,1.6566056,0,0,7435.025,119.573,61505.54497,1834.07396,119.573,7435.025,Atmospheric,3.021590525
NLA06608-0850,1,0.7,0.1,0.7,0.12,33813046.54,1840,3639,2494,394,Sedimentary,Sedimentary,759.2,444,0.38,0.5,52.04,52,0.16,0.28,17.81,24.23,3.59,-12.54,29.4,6.4,-11.9,28.00324399,126622.434,131089.359,239854.398,1088.318,258970.5124,131965.8843,127710.752,370943.757,Manure,2.988932085
NLA06608-0851,1,0.76,0.12,0.76,1.34,729358.3275,562.5,594,571,7,Sedimentary,Sedimentary,470.13,470,0.53,0.59,66,66,0.45,0.54,18.39,29.41,5.68,-18,29.5,5.7,-17.9,24.05654258,1651.359,1053.573,6364.576,100.233,5740.944307,1454.03703,1751.592,7418.149,Manure,5.166068213
NLA06608-0856,1,0.53,0.09,0.53,0.31,4380525.14,245.42,391,294,38,Sedimentary,Sedimentary,995.24,987,1.12,0.94,64,64,0.59,0.66,23.7,35.11,16.98,-1.55,35.2,17.3,-1.2,12.53689208,75823.315,913.215,64018.669,734.04,41430.80193,3054.103105,76557.355,64931.884,Fertilizer,9.250146081
NLA06608-0857,1,0.16,0.03,0.16,0.08,7970962.661,218.37,319,258,20,Granitic,Granitic,1147.23,1158,0.88,0.79,68.37,68,0.44,0.51,22.47,31.19,14.67,-1.84,31.4,14.7,-1.9,621.9861514,194958.024,45139.135,80203.292,83640.282,302067.598,918777.5153,278598.306,125342.427,Sewage,11.12227318
NLA06608-0859,1,0.83,0.02,0.83,0.07,19812846.62,235.53,346,269,20,Sedimentary,Sedimentary,875.13,876,1.05,0.63,70.01,70,0.47,0.61,18.16,28.45,8.14,-11.97,28.3,8.2,-11.8,600.884914,1159474.332,353636.866,138684.276,290631.56,1033425.005,2944849.056,1450105.892,492321.142,Sewage,11.46901937
NLA06608-0860,1,0.06,0,0.06,0.01,26502188.83,207.23,413,309,46,Sedimentary,Sedimentary,879.11,924,1.04,0.69,69.68,69,0.48,0.59,20.45,29.49,8.69,-12.87,30.2,9.7,-11.2,37.57557469,55828326.4,11854281.3,4025216.288,205706.175,10724510.63,1648833.019,56034032.58,15879497.59,Fertilizer,13.29307633
NLA06608-0862,1,2.76,1.11,2.76,2.66,430014.877,482.22,501,487,5,Sedimentary,Sedimentary,864,864,0.63,0.51,70,70,0.48,0.61,16.07,25.7,4.4,-17.7,25.7,4.4,-17.7,3.4,0,0,0,1.665,467.3204882,11.41557882,1.665,0,Atmospheric,7.570330856
NLA06608-0863,1,0.19,0.06,0.19,0.16,10722771.02,281.89,414,332,26,Sedimentary,Sedimentary,1018.47,1019,0.96,0.65,68.89,69,0.46,0.59,18.8,28.63,10.07,-7.31,28.7,10.2,-7.3,104.1942228,200783.975,75522.47,73157.28,2374.398,273870.2696,102616.3948,203158.373,148679.75,Atmospheric,15.12484161
NLA06608-0864,1,4.03,3.02,4.03,6.73,10520984.93,1181.28,1211,1191,10,Sedimentary,Sedimentary,379,379,0.49,0.72,53,53,0.31,0.42,21.18,34.05,11.6,-10.09,34,11.6,-10.1,0.4,495.686,171.36778,266.295,0,2719.204987,15.55552749,495.686,437.66278,Atmospheric,3.803086956
NLA06608-0865,1,0.3,0.12,0.3,0.73,95101.56517,40.58,47,44,1,Sedimentary,Sedimentary,1299,1299,0.99,1.12,72,72,0.54,0.62,26.26,33.1,22.4,9.7,33.1,22.4,9.7,3792.335077,0,0,24.365,611.802,983.3165625,16083.44056,611.802,24.365,Sewage,12.61072798
NLA06608-0868,1,0.43,0.16,0.43,0.28,487197.2305,138.33,178,149,8,Sedimentary,Sedimentary,1184,1184,1.08,0.78,68,68,0.38,0.54,22.92,31.9,14.07,-3.73,31.9,14,-3.8,19.2,3156.4,212,492.492,7.905,3880.417742,289.5294586,3164.305,704.492,Atmospheric,13.99606694
NLA06608-0869,1,0.06,0.01,0.06,0.01,137461.1108,361.42,489,406,25,Sedimentary,Sedimentary,1125.52,1124,1.06,0.56,66,66,0.49,0.57,16.55,26.26,7.75,-9.98,26.3,7.9,-9.8,29.2667481,83.874,22.428,63.376,206.566,18339.41545,2683.772191,290.44,85.804,Atmospheric,10.87760712
NLA06608-0870,1,NA,0.09,0.09,0.1,8344312.042,795.16,1743,1189,185,Volcanic,Volcanic,2435.02,2060,1.95,0.52,66.67,65,0.34,0.54,14.01,24.28,7.42,-3.44,26.2,8.2,-3.2,1.7,0,0,8067.192,0.832,12171.38315,422.4206481,0.832,8067.192,Atmospheric,2.664175167
NLA06608-0871,1,0.86,0.18,0.86,0.71,844936.9553,327.56,342,334,3,Sedimentary,Sedimentary,615.7,615,0.62,0.6,70,70,0.49,0.62,18.5,28.59,6.22,-17.5,28.6,6.2,-17.5,18.1,46120.42,3518.97,445.257,13.717,6898.669183,745.0771116,46134.137,3964.227,Fertilizer,9.115106154
NLA06608-0872,1,0.32,0.01,0.32,0.04,883471.9783,385.74,436,411,10,Sedimentary,Sedimentary,877.93,913,1.07,0.8,65,65,0.55,0.6,22.15,33.66,13.61,-6.56,33.6,13.7,-6.5,87.21405444,376751.555,79079.337,66624.747,9978.094,107828.6603,45762.25463,386729.649,145704.084,Fertilizer,11.17718223
NLA06608-0873,1,0.88,0.08,0.88,1.42,1112163.214,2066,2596,2179,98,Volcanic,Volcanic,587.84,523,0.4,0.54,50.78,48,0.1,0.3,16.93,27.5,8.03,-9.56,28.2,8.7,-9,0.4,0,0,543.816,3.204,10079.4953,76.11612922,3.204,543.816,Atmospheric,2.880985961
NLA06608-0874,1,0.28,0.06,0.28,0.14,957857.8885,232.11,280,252,9,Sedimentary,Sedimentary,892.29,889,0.87,0.58,68,68,0.43,0.52,17.98,28.02,7.81,-10.2,28.1,7.9,-10.2,57.5,63759.51,26871.18,7200.315,335.079,18940.30719,5383.72095,64094.589,34071.495,Fertilizer,11.00250009
NLA06608-0875,1,2.24,0.5,2.24,1.06,998733.1275,272.91,287,274,3,Sedimentary,Sedimentary,893,894,0.91,0.61,72,72,0.45,0.57,18.5,28.6,8.9,-9.1,28.6,8.9,-9.1,396.2781335,2219.001,281.587,202.895,77.456,2565.912023,4684.783227,2296.457,484.482,Sewage,11.80514781
NLA06608-0877,1,0.29,7.06,7.06,28.1,574714.649,69.11,72,70,0,Quaternary,Quaternary,101,100,0.03,1.3,39,38,0.16,0.2,31.19,42.2,22.8,4.7,42.2,22.8,4.7,0.62337101,11101.2,839.724,156.774,15.565,969.3168853,8.718149187,11116.765,996.498,Fertilizer,3.769703058
NLA06608-0878,1,2.79,0.28,2.79,0.87,14717472.97,399.86,440,413,8,Gneiss,Gneiss,657.91,660,0.65,0.59,70.47,70,0.51,0.61,17.86,27.58,5.15,-19.61,27.6,5.2,-19.6,15.88365239,181590.63,59539.324,23158.707,213.108,64897.92384,7015.04956,181803.738,82698.031,Fertilizer,7.992257958
NLA06608-0880,1,0.84,0,0.84,0.08,8383443.829,1119.24,1677,1391,121,Sedimentary,Sedimentary,439.96,472,0.51,0.66,55.28,59,0.31,0.45,20.38,31.78,9.89,-10.24,32.5,10.5,-9.8,1.868969416,9655914.491,2288034,2859928.66,535.40068,2051039.468,46151.36779,9656449.892,5147962.66,Fertilizer,4.517630369
NLA06608-0881,1,0.22,0.3,0.3,2.89,35833704.78,1241.7,2763,1640,303,Sedimentary,Sedimentary,620.37,438,0.29,0.5,58.55,59,0.19,0.38,15.62,24.68,5.15,-9.08,27.1,6,-10.2,1.869709888,4611.536,4074.678,73640.744,37.778,87545.74257,4135.461383,4649.314,77715.422,Atmospheric,2.152803271
NLA06608-0885,1,0.56,0.1,0.56,2.04,601853.4316,352.21,1403,536,170,Granitic,Granitic,342.42,311,0.07,0.87,54.16,54,0.24,0.32,24.94,35.57,17.52,4.12,36.1,17.7,3.9,420.9162274,3476.772,2870.892,13618.411,23921.866,93227.07332,198631.2422,27398.638,16489.303,Sewage,10.74506928
NLA06608-0889,1,0.11,0.03,0.11,0.85,2309215.754,1645.33,2563,1889,160,Sedimentary,Sedimentary,355.79,309,0.23,0.52,54.62,56,0.15,0.32,17.05,28.64,6.59,-9.46,30.4,6.7,-11.6,0.100395859,378.196,224.224,56494.088,55.296,50162.6033,164.9868662,433.492,56718.312,Manure,1.66021966
NLA06608-0890,1,1.52,0.37,1.52,1.35,1799360.378,523.79,594,544,16,Sedimentary,Sedimentary,779.4,779,0.81,0.47,69.5,69,0.37,0.5,15.29,25.44,2.4,-21.38,25.5,2.4,-21.5,2.699991976,0,0,7.848,1.668,2711.695128,88.42219113,1.668,7.848,Atmospheric,4.503613585
NLA06608-0891,1,0.33,0,0.33,0.02,743234.3736,1463.67,2745,1774,212,Sedimentary,Sedimentary,396.85,415,0.35,0.59,52.76,55,0.3,0.42,18.63,29.17,7.61,-10.23,30.8,8.5,-10.6,4.19623083,8328938.491,1501570.356,1446649.201,58877.438,1277492.667,70961.76321,8387815.929,2948219.557,Fertilizer,4.108775825
NLA06608-0893,1,0,0.06,0.06,0.15,6969592.358,294.8,414,349,25,Sedimentary,Sedimentary,1025.12,1030,0.97,0.65,69,69,0.44,0.6,18.77,28.68,10.14,-7.33,28.7,10.3,-7.2,40.91524687,129427.365,46910.355,46926.64,961.953,183999.6745,27860.25233,130389.318,93836.995,Atmospheric,14.6972555
NLA06608-0895,1,0.33,0.01,0.33,0.08,2840104.808,1822,3478,2358,290,Volcanic,Sedimentary,463.47,290,0.28,0.63,45.12,46,0.19,0.29,19.7,26.13,7.51,-9.84,30.7,11,-7.9,17.83299515,2298.6,4208.4,91739.144,313.694,462050.0207,184856.7621,2612.294,95947.544,Atmospheric,2.424359401
NLA06608-0899,1,0.92,0.01,0.92,0.11,712210.3431,551.81,685,584,15,Sedimentary,Sedimentary,469.34,462,0.57,0.56,66.06,66,0.48,0.57,17.24,28.41,4.85,-19.07,28.3,4.6,-19.3,2.297919835,298699,15895.71,166587.972,1102.523,129834.4893,3086.550358,299801.523,182483.682,Fertilizer,5.257395384
NLA06608-0900,1,0.26,0.1,0.26,0.28,5085231.098,155.71,199,173,6,Sedimentary,Sedimentary,1065.52,1074,0.94,0.77,68.92,68,0.42,0.54,21.99,31.51,12.49,-6.29,31.7,12.7,-6.1,9.7,185558.408,16932.496,15628.664,81.5,66688.23936,2932.61878,185639.908,32561.16,Fertilizer,11.99732527
NLA06608-0904,1,0.17,0.02,0.17,0.1,526380.2766,324.62,335,329,1,Sedimentary,Sedimentary,696.05,703,0.85,0.68,68.5,68,0.44,0.59,20.33,30.4,9.24,-12.86,30.5,9.3,-12.8,18.86688488,189909.896,25578.553,23765.256,3306.908,52714.16194,3351.942829,193216.804,49343.809,Fertilizer,16.13800933
NLA06608-0905,1,3.91,1.9,3.91,4.69,5974321.289,2385.72,2752,2485,90,Granitic,Granitic,941.25,924,0.42,0.4,56.5,56,0.25,0.38,13.21,20.98,3.79,-8.7,21,3.8,-8.7,46.99504154,0,0,311.42,0,1380.561959,1903.223674,0,311.42,Sewage,1.854117136
NLA06608-0906,1,0.25,0.85,0.85,0.85,34605065.8,2021.7,3623,2758,348,Sedimentary,Sedimentary,1425.84,680,1.04,0.4,57,58,0.23,0.41,12.82,20.68,0.16,-15.49,25.9,2.6,-16.1,0.506546885,0,0,3144.741,0,11588.54462,107.5371806,0,3144.741,Atmospheric,2.968991535
NLA06608-0913,1,0.65,0.02,0.65,0.04,875909.4051,307.8,537,352,38,Sedimentary,Sedimentary,1007.57,1001,1.11,0.48,70.75,70,0.45,0.58,13.89,24.27,3.21,-18.88,24.5,3.4,-18.7,0.1,0,0,345.02,0,16506.42277,20.89691467,0,345.02,Atmospheric,4.296253053
NLA06608-0914,1,1.69,0.6,1.69,0.8,2670426.311,69.91,165,87,19,Volcanic,Volcanic,1277,1273,1.35,0.52,69,69,0.45,0.58,14.93,24.78,6.1,-13.18,24.9,6.1,-13.3,5.105680885,0,0,6.328,0,2215.17701,91.48152815,0,6.328,Atmospheric,6.724310371
NLA06608-0915,1,0.53,0,0.53,0.04,25234.1405,348.7,360,353,2,Granitic,Granitic,580.87,580,0.64,0.57,69,69,0.46,0.6,17.21,27.17,4.24,-21.02,27.1,4.2,-21.1,5.46367944,46526.55,1174.545,1529.524,16.744,8242.787269,370.1207571,46543.294,2704.069,Fertilizer,6.618124298
NLA06608-0916,1,0.33,0.04,0.33,0.05,275460.6744,3147,4073,3620,230,Granitic,Granitic,726.81,519,0.56,0.37,57.67,55,0.28,0.34,10.63,15.68,-0.91,-14.55,20.6,2.5,-11.9,12.06701047,0,0,3947.085,0,3244.961034,801.4998006,0,3947.085,Manure,2.6572035
NLA06608-0918,1,0.27,0.13,0.27,0.22,16617320.42,378.84,808,507,80,Sedimentary,Sedimentary,1066,1033,1.18,0.48,68.95,69,0.48,0.59,13.5,23.65,3.22,-18.03,23.9,3.2,-18.2,1.691192106,0,0,1455.776,0,65653.76771,966.0782182,0,1455.776,Atmospheric,6.251142017
NLA06608-0921,1,0.27,0.01,0.27,0.01,12173974.28,75.75,269,145,42,Sedimentary,Sedimentary,1193.56,1176,0.91,0.81,67.89,68,0.46,0.56,22.8,31.64,14.98,-1.76,31.7,15.3,-1.3,284.1377807,1511188.834,307963.064,776452.494,238311.37,2346956.796,3088305.185,1749500.204,1084415.558,Sewage,11.74445659
NLA06608-0922,1,3.06,1.63,3.06,16.14,93283957.23,1392,2621,1649,275,Sedimentary,Sedimentary,409.59,361,0.37,0.55,59.47,59,0.36,0.42,17.33,27.07,6.18,-12.01,29.1,7,-12.8,0.5,93303.6,16855.8,48225.216,22.568,39293.28178,419.8442339,93326.168,65081.016,Fertilizer,2.545183932
NLA06608-0924,1,0.2,0.02,0.2,0.15,65020.40918,884.24,890,889,0,Sedimentary,Sedimentary,555,555,0.55,0.63,63,63,0.44,0.53,19.95,30.9,8.8,-12,30.9,8.8,-12,0.3,0,0,0,0,61.32746392,0.236073794,0,0,Atmospheric,4.238845035
NLA06608-0925,1,0.56,0.09,0.56,0.4,2534592547,353,4359,1999,548,Sedimentary,Water,370.65,136,0.07,1.2,51.2,31,0.14,0.17,31.48,29.85,8.58,-9.7,42.4,20.8,1.8,21.42467635,27798810.88,9078053.234,54884867.12,995246.182,98502706.38,48850883.64,28794057.06,63962920.35,Atmospheric,2.349681881
NLA06608-0926,1,6.11,2.46,6.11,8.08,5857682.617,435.99,484,450,11,Volcanic,Volcanic,864.6,865,0.65,0.54,68,68,0.46,0.58,16.63,26.16,4.84,-17.44,26.1,4.9,-17.4,5.562550869,0,0,81.512,5.984,2897.811913,111.2182401,5.984,81.512,Atmospheric,7.882922002
NLA06608-0927,1,0.37,1.15,1.15,5.36,4822973.063,1463.07,1559,1484,25,Sedimentary,Sedimentary,191.72,191,0.17,0.64,51.5,51,0.22,0.32,21.22,33.9,8.45,-16.07,34.1,8.5,-16.2,0.2,34070.4,6789.12,5677.485,55.8,3607.615769,27.69960158,34126.2,12466.605,Fertilizer,1.41675844
NLA06608-0929,1,0.78,0.5,0.78,0.96,32658591.15,1944,2699,2095,150,Sedimentary,Sedimentary,668.26,581,0.68,0.42,62.35,62,0.27,0.4,12.63,21.64,2.26,-12.3,23,2.9,-12.7,0.987255135,434.413,11.591,11160.119,224.523,17420.29187,515.6472332,658.936,11171.71,Atmospheric,1.814058113
NLA06608-0930,1,2.61,0.14,2.61,0.3,165124011.1,146.79,908,219,88,Granitic,Sedimentary,1144.88,1085,1.09,0.56,70.14,70,0.46,0.58,16.97,26.65,6.84,-12.78,27.3,7.5,-12.3,119.3842314,31485.4,24641.58,25566.166,48213.849,771068.7667,715594.9558,79699.249,50207.746,Atmospheric,6.996677684
