,SITE_ID,DESIGN_YR,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITEID_07,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,RDis_IX,VERTDD,HORIZDD,LitCvrQc3OE,LitRipCvrQc3OE,RVegQc3OE,MICX,B_G_DENS,CHLA,PTL,NTL,TROPHIC_STATE,SEDHG_TOT_TOP,SEDHG_MTH_TOP,MMI_BENT_NLA12,DO2_2M,DIS_O2_CLS,TURB,RVEG_COND,LITCVR_COND,LITRIPCVR_COND,RDIS_COND,DRAWDOWN_COND,MICX_DETECT,MICX_REC,CYNX_REC,CHLX_REC,PTL_COND,NTL_COND,CHLA_COND,SEDHG_TOT_TOP_COND,SEDHG_MTH_TOP_COND,BENT_COND,TURB_COND,REVSAMP_0712
525,NLA06608-0480,2007,EHIGH,SAP,16.24353412,NA,NA,NA,NLA07_BASE,Include,19.1212476,ST FRANCOIS,4636903,NA,NA,NA,NA,239.95,Region_7,NA,NA,146,NA,EHIGH,SAP,NA,Lake Timberline,7,7140104,MAN_MADE,NA,37.9943376,-90.542139,NA,0.013779737,NA,NA,NA,NA,Lake Timberline,,,NA,NA,NA,Panel_1,3.343738326,7.1401E+12,T,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,MO,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,39,NA,39g,19.1212476,MO,NA,474507.4033,69033.33595,0.868421053,0.25,0.3,0.218969807,0.549900556,0.934554647,0.13,204.9987698,1.52,3,194,Oligotrophic,NA,NA,47.2,6.6,High (>=5 Ppm),0.679,Good,Poor,Poor,Poor,Medium,Detect,Low,Low,Low,Good,Good,Good,Not Assessed,Not Assessed,Fair,Good,N
526,NLA06608-0483,2007,WMTNS,XER,8859.755683,NA,NA,NA,NLA07_RVT12,Include,2.1860872,VAL VERDE,12096871,NA,NA,NA,NA,336.66,Region_6,NA,NA,135,NA,WMTNS,XER,NA,Amistad Lake,13,13040212,MAN_MADE,NA,29.52623271,-101.2100249,NA,0.12642225,NA,NA,NA,NA,Amistad Reservoir,NESLake,4801,NA,NA,NA,Panel_1,558.0888832,1.30402E+13,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,TX,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,24,NA,24a,2.1860872,TX,NA,-504784.3993,-876117.4332,NA,NA,NA,NA,NA,NA,0.05,238.4313726,3.84,4,461,Mesotrophic,46.91,0.32,NA,7.5,High (>=5 Ppm),0.851,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,No Detect,No Detect,Low,Low,Good,Good,Good,Low,Low,Not Assessed,Good,N
527,NLA06608-0484,2007,PLNLOW,CPL,37.31488959,NA,NA,NA,NLA07_RVT12,Include,57.5744609,HENRY,14110224,NA,NA,NA,NA,125.56,Region_4,NA,NA,149,NA,PLNLOW,CPL,NA,,8,8010203,MAN_MADE,NA,36.31110003,-88.4895621,NA,0.018785762,NA,NA,NA,NA,Barrs Chapel Lake,,,NA,NA,NA,Panel_1,3.796008751,8.0102E+12,S,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,TN,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,65,NA,65e,57.5744609,TN,NA,667528.3604,-106816.0197,0.2375,0,0,0.900585649,0.864953348,0.885278982,2.5,80113.85123,126.4,190,1519,Hypereutrophic,70.82,0.58,29,4.5,Moderate (>3-<5 Ppm),19.4,Good,Good,Good,Fair,Small,Detect,Low,Moderate,High,Poor,Poor,Poor,Medium,Medium,Poor,Poor,N
528,NLA06608-0489,2007,EHIGH,SAP,21.62758898,NA,NA,NA,NLA07_RVT12,Include,18.6834939,CULPEPER,8467715,NA,NA,NA,NA,115.8,Region_3,NA,NA,158,NA,EHIGH,SAP,NA,,2,2080103,MAN_MADE,NA,38.4923133,-78.00670383,NA,0.027186658,NA,NA,NA,NA,Bald Run Reservoir,,,NA,NA,NA,Panel_1,3.185491568,2.0801E+12,T,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,VA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,64,NA,64c,18.6834939,VA,NA,1545360.743,257955.1964,0.931818182,0.311111111,0.255555556,0.216547889,0.18547894,0.186615618,1.8,25400.88889,24.32,107,1275,Eutrophic,56.46,NA,5.8,12,High (>=5 Ppm),14.6,Poor,Poor,Poor,Poor,Medium,Detect,Low,Moderate,Moderate,Poor,Poor,Poor,Medium,Not Assessed,Poor,Poor,N
529,NLA06608-0491,2007,PLNLOW,UMW,53.13586533,NA,NA,NA,NLA07_RVT12,Include,3.9994188,KOSCIUSKO,12265284,NA,NA,NA,NA,261.61,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,,4,4050001,NATURAL,NA,41.41821602,-85.73701538,NA,0.07748997,NA,NA,NA,NA,Mud Lake,,,NA,NA,NA,Panel_1,4.372895172,4.05E+12,S,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,IN,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,56,NA,56a,3.9994188,IN,NA,849673.8587,484949.7705,0.743727599,0.088888889,0.288888889,0.9957653,0.633225306,0.481592742,1.2,2288.682622,7.2,16,665,Eutrophic,107.89,0.53,32.5,5.9,High (>=5 Ppm),1.59,Poor,Good,Fair,Fair,Small,Detect,Low,Low,Low,Good,Good,Fair,Medium,Medium,Poor,Good,N
530,NLA06608-0493,2007,EHIGH,SAP,288.9176192,NA,NA,NA,NLA07_BASE,Include,7.5965604,PRINCE WILLIAM,22338253,NA,NA,NA,NA,86.34,Region_3,NA,NA,158,NA,EHIGH,SAP,NA,Lake Manassas,2,2070010,MAN_MADE,NA,38.7712489,-77.6455552,NA,0.066864703,NA,NA,NA,NA,Manassas,,,NA,NA,NA,Panel_1,26.98345316,2.07001E+12,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,VA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,64,NA,64b,7.5965604,VA,NA,1569994.419,294569.7131,0.453921569,1.95,5.8,0.968601845,0.686751169,0.617135559,0.29,38363.11111,9.47,15,353,Eutrophic,78.69,1.16,18.3,8.875,High (>=5 Ppm),3.3,Poor,Good,Fair,Fair,Large,Detect,Low,Moderate,Low,Good,Fair,Fair,Medium,High,Poor,Fair,N
531,NLA06608-0494,2007,PLNLOW,UMW,631.0209246,NA,NA,NA,NLA07_BASE,Include,116.1182748,CASS,4619272,NA,NA,NA,NA,403.19,Region_5,NA,NA,148,NA,PLNLOW,UMW,NA,Pine Mountain Lake,7,7010105,NATURAL,NA,46.8221905,-94.5335402,NA,0.006162343,NA,NA,NA,NA,Pine Mountian Lake,,,NA,NA,NA,Panel_1,13.97816515,7.01011E+12,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,MN,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,50,NA,50q,116.1182748,MN,NA,112347.7325,1042089.368,0.603921569,0.24,0.39,1.510505298,0.852982632,0.559603872,0.05,2784.068376,24.64,4,401,Eutrophic,NA,1.24,48.4,7.4,High (>=5 Ppm),3.64,Fair,Good,Good,Fair,Medium,No Detect,No Detect,Low,Moderate,Good,Good,Poor,Not Assessed,High,Fair,Poor,N
532,NLA06608-0495,2007,WMTNS,WMT,367.9212786,NA,NA,NA,NLA07_BASE,Include,10.0994059,GUNNISON,3252989,NA,NA,NA,NA,2185.23,Region_8,NA,NA,130,NA,WMTNS,WMT,NA,Morrow Point Reservoir,14,14020002,MAN_MADE,NA,38.4468179,-107.4380582,NA,0.042263827,NA,NA,NA,NA,Morrow Point Reservoir,,,NA,NA,NA,Panel_1,40.73191941,1.402E+13,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,CO,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,21,NA,21f,10.0994059,CO,NA,-986483.7664,165557.8553,0.165384615,0.08,0.06,0.964197667,0.991596233,1.01768966,0.05,614.3548322,1.77,11,136,Oligotrophic,46.73,1.02,33.6,8,High (>=5 Ppm),0.72,Good,Good,Good,Good,Small,No Detect,No Detect,Low,Low,Good,Good,Good,Low,High,Poor,Good,N
533,NLA06608-0496,2007,PLNLOW,NPL,12.44122713,NA,NA,NA,NLA07_BASE,Include,8.2393469,PHILLIPS,12520363,NA,NA,NA,NA,888.42,Region_8,NA,NA,142,NA,PLNLOW,NPL,NA,,10,10050010,MAN_MADE,NA,48.7517132,-108.0524686,NA,0.026000592,NA,NA,NA,NA,,,,NA,NA,NA,Panel_1,2.644699653,1.005E+13,T,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,MT,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,42,NA,42j,8.2393469,MT,NA,-893989.366,1310916.409,0.918699187,0.5,1.6,0.268203321,NA,NA,0.38,0,0.69,620,4372,Oligotrophic,49.17,0.79,37.1,10.8,High (>=5 Ppm),2.27,Not Assessed,Fair,Not Assessed,Poor,Medium,Detect,Low,Low,Low,Poor,Poor,Good,Low,Medium,Fair,Good,N
534,NLA06608-0497,2007,WMTNS,XER,34.22642526,NA,NA,NA,NLA07_BASE,Include,9.2062365,FRANKLIN,4558530,NA,NA,NA,NA,1485,Region_10,NA,NA,127,NA,WMTNS,XER,NA,Lamont Reservoir,16,16010202,MAN_MADE,NA,42.1076527,-111.8159376,NA,0.033347399,NA,NA,NA,NA,Lamont Reservoir,,,NA,NA,NA,Panel_1,3.639089032,1.60102E+13,S,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,ID,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,13,NA,13i,9.2062365,ID,NA,-1293125.08,624021.1299,0.633333333,5,20.4,0.03867671,0.430999898,0.627805575,0.05,21032.2963,0.86,17,156,Oligotrophic,29.33,0.82,17.6,6.6,High (>=5 Ppm),4.91,Fair,Poor,Fair,Fair,Large,No Detect,No Detect,Moderate,Low,Good,Good,Good,Low,Medium,Poor,Poor,N
535,NLA06608-0500,2007,EHIGH,SAP,392.2005889,NA,NA,NA,NLA07_BASE,Include,17.4723578,POLK,3745418,NA,NA,NA,NA,153.59,Region_6,NA,NA,145,NA,EHIGH,SAP,NA,Gillham Lake,11,11140109,MAN_MADE,NA,34.2145297,-94.2146709,NA,0.027505836,NA,NA,NA,NA,Gillam Lake,,,NA,NA,NA,Panel_1,43.54131175,1.11401E+13,R,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,AR,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,36,NA,36a,17.4723578,AR,NA,163243.6331,-366297.6837,0.02173913,0.009090909,0.009090909,1.149701648,1.400998298,0.857721861,0.05,3872.235872,13.12,21,266,Eutrophic,135.03,7.05,33.5,7.333333333,High (>=5 Ppm),2.09,Good,Good,Good,Good,Small,No Detect,No Detect,Low,Moderate,Fair,Good,Poor,Medium,High,Poor,Good,N
536,NLA06608-0501,2007,WMTNS,WMT,99.66084063,NA,NA,NA,NLA07_BASE,Include,20.8926961,MARIN,5330665,NA,NA,NA,NA,198.57,Region_9,NA,NA,123,NA,WMTNS,XER,NA,,18,18050005,MAN_MADE,NA,37.94905065,-122.6274594,NA,0.028334075,NA,NA,NA,NA,Alpine Lake,,,NA,NA,NA,Panel_1,13.75653829,1.805E+13,S,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,1,NA,1k,20.8926961,CA,NA,-2287484.295,372907.5508,0.115384615,4,4.55,0.847733175,0.784980049,0.73019438,0.05,58.09681736,0.63,6,182,Oligotrophic,180.28,1.27,36.3,9.533333333,High (>=5 Ppm),0.806,Fair,Good,Fair,Good,Large,No Detect,No Detect,Low,Low,Good,Good,Good,High,High,Poor,Fair,N
537,NLA06608-0502,2007,PLNLOW,UMW,30.33533655,NA,NA,NA,NLA07_BASE,Include,81.5811743,GENESEE,13029477,NA,NA,NA,NA,263.7,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,Squaw Lake,4,4080203,NATURAL,NA,42.8273138,-83.7469401,NA,0.005801054,NA,NA,NA,NA,Squaw Lake,,,NA,NA,NA,Panel_1,2.963155653,4.0802E+12,T,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,56,NA,56g,81.5811743,MI_LP,NA,993329.685,660748.8229,0.835496183,0.08,0.05,0.436465452,0.283338853,0.220280985,1.8,790.0246914,2.28,5,648,Mesotrophic,34.74,0.99,37.5,8.7,High (>=5 Ppm),1.36,Poor,Fair,Poor,Poor,Small,Detect,Low,Low,Low,Good,Good,Good,Low,Medium,Poor,Good,N
538,NLA06608-0509,2007,EHIGH,SAP,412.1244393,NA,NA,NA,NLA07_BASE,Include,3.2839429,WESTMORELAND,11050640,NA,NA,NA,NA,318.34,Region_3,NA,NA,150,NA,EHIGH,SAP,NA,Beaver Run Reservoir,5,5010008,MAN_MADE,NA,40.4616335,-79.5674543,NA,0.12642225,NA,NA,NA,NA,Beaver Run Reservoir,NESLake,4219,NA,NA,NA,Panel_1,35.30116228,5.01001E+12,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,PA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,70,NA,70c,3.2839429,PA,NA,1374747.881,451062.8276,0.556097561,0.62,2.95,0.476998103,0.528354462,0.496969346,0.05,2430.106875,1.23,4,821,Oligotrophic,84.98,NA,62.7,7.7,High (>=5 Ppm),1.09,Poor,Fair,Poor,Fair,Large,No Detect,No Detect,Low,Low,Good,Poor,Good,Medium,Not Assessed,Good,Good,N
539,NLA06608-0511,2007,WMTNS,WMT,75.54786412,NA,NA,NA,NLA07_BASE,Include,9.1719403,GUNNISON,3253029,NA,NA,NA,NA,2719,Region_8,NA,NA,130,NA,WMTNS,WMT,NA,,14,14020002,MAN_MADE,NA,38.2255509,-107.5377617,NA,0.04653754,NA,NA,NA,NA,Silver Jack Reservoir,,,NA,NA,NA,Panel_1,5.860083604,1.402E+13,S,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,CO,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,21,NA,21e,9.1719403,CO,NA,-998044.2991,141978.8615,0.264285714,1.14,0,0,0,0,0.05,4052.505928,2.35,13,112,Mesotrophic,25.23,0.82,38.7,6.7,High (>=5 Ppm),3,Poor,Poor,Poor,Fair,Medium,No Detect,No Detect,Low,Low,Good,Good,Fair,Low,Medium,Poor,Poor,N
540,NLA06608-0512,2007,PLNLOW,TPL,35.11300262,NA,NA,NA,NLA07_BASE,Include,214.6102423,BOTTINEAU,14155584,NA,NA,NA,NA,674.31,Region_8,NA,NA,109,NA,PLNLOW,TPL,NA,South Loon Lake,9,9010004,NATURAL,NA,48.9243478,-100.3053493,NA,0.004158595,NA,NA,NA,NA,South Loon Lake,,,NA,NA,NA,Panel_1,4.20408611,9.01E+12,S,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,ND,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,46,NA,46b,214.6102423,ND,NA,-319237.2479,1280357.707,0,0,0,1.587304667,1.517312979,1.766732356,2.3,24920.15063,11.84,61,2447,Eutrophic,93.56,0.72,32.2,7.375,High (>=5 Ppm),8.27,Good,Good,Good,Good,Small,Detect,Low,Moderate,Moderate,Fair,Poor,Good,Medium,Medium,Fair,Poor,N
541,NLA06608-0515,2007,PLNLOW,NPL,69.27151861,NA,NA,NA,NLA07_BASE,Include,19.9472215,DICKEY,11440387,NA,NA,NA,NA,633.4,Region_8,NA,NA,142,NA,PLNLOW,NPL,NA,,10,10160004,NATURAL,NA,46.0279301,-98.9448475,NA,0.044741928,NA,NA,NA,NA,Minnow Lake,,,NA,NA,NA,Panel_1,4.269061873,1.016E+13,T,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,ND,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,42,NA,42a,19.9472215,ND,NA,-228310.1104,956711.604,0.795833333,0,0,0.737258089,0.403569831,0.313247796,2.4,5137.706661,5.92,335,4984,Mesotrophic,52.14,0.54,54.6,2.97,Low (<=3 Ppm),14.2,Fair,Good,Fair,Poor,Small,Detect,Low,Low,Low,Poor,Poor,Good,Medium,Medium,Good,Poor,N
542,NLA06608-0523,2007,PLNLOW,TPL,411.6060301,NA,NA,NA,NLA07_BASE,Include,3.9573543,LAKE,7221456,NA,NA,NA,NA,485.78,Region_8,NA,NA,143,NA,PLNLOW,TPL,NA,Brant Lake,10,10170203,NATURAL,NA,43.9236897,-96.9510362,NA,0.12642225,NA,NA,NA,NA,Brant Lake,NESLake,4604,NA,NA,NA,Panel_1,9.390298706,1.01702E+13,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,SD,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,46,NA,46k,3.9573543,SD,NA,-76086.35127,719403.5861,0.742473118,0.18,2.6,0.572274927,0.668990465,0.842394245,0.41,73713.69732,48.6,115,1738,Hypereutrophic,60.8,NA,NA,7.263333333,High (>=5 Ppm),8.86,Good,Fair,Fair,Fair,Medium,Detect,Low,Moderate,Moderate,Poor,Poor,Poor,Medium,Not Assessed,Not Assessed,Poor,N
543,NLA06608-0528,2007,PLNLOW,SPL,878.2474956,NA,NA,NA,NLA07_BASE,Include,2.0016911,DAWSON,19036731,NA,NA,NA,NA,796.39,Region_7,NA,NA,143,NA,PLNLOW,SPL,NA,Johnson Reservoir,10,10200101,MAN_MADE,NA,40.6951802,-99.85564,NA,0.12642225,NA,NA,NA,NA,Johnson Lake,NESLake,3105,NA,NA,NA,Panel_1,18.31516995,1.02001E+13,T,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,27,NA,27b,2.0016911,NE,NA,-323026.1588,364622.4625,0.901960784,0.5,0.69,0.071554622,0.127131563,0.167291709,0.05,1025.437662,11.79,65,814,Eutrophic,38.32,0.61,14,5.733333333,High (>=5 Ppm),8.87,Poor,Poor,Poor,Poor,Medium,No Detect,No Detect,Low,Moderate,Poor,Fair,Fair,Low,Medium,Poor,Poor,N
544,NLA06608-0531,2007,PLNLOW,NPL,13.88016093,NA,NA,NA,NLA07_BASE,Include,81.7895212,MCINTOSH,14746192,NA,NA,NA,NA,588.11,Region_8,NA,NA,142,NA,PLNLOW,NPL,NA,,10,10130106,NATURAL,NA,46.0340736,-99.1679106,NA,0.010911876,NA,NA,NA,NA,,,,NA,NA,NA,Panel_1,1.851641137,1.01301E+13,S,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,ND,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,42,NA,42a,81.7895212,ND,NA,-245574.9899,957949.2316,0.925925926,0,0,0.39995918,0.233160137,0.193898701,0.91,411.7553624,3.81,57,2697,Mesotrophic,37.34,0.19,26.4,8.295,High (>=5 Ppm),6.34,Poor,Fair,Poor,Poor,Small,Detect,Low,Low,Low,Good,Poor,Good,Low,Low,Poor,Poor,N
545,NLA06608-0533,2007,EHIGH,NAP,168.057458,NA,NA,NA,NLA07_BASE,Include,99.7134991,ALLEGANY,8968334,NA,NA,NA,NA,470.53,Region_2,NA,NA,150,NA,EHIGH,NAP,NA,Cuba Lake,5,5010001,MAN_MADE,NA,42.2521803,-78.2923708,NA,0.010673197,NA,NA,NA,NA,Cuba Lake,,,NA,NA,NA,Panel_1,9.690319438,5.01E+12,T,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,60,NA,60e,99.7134991,NY,NA,1443100.165,667168.831,0.868032787,0.02,0.02,0.38927898,0.50823191,0.573030791,0.05,614.4983367,3.18,6,178,Mesotrophic,72.6,0.66,32.6,9.363333333,High (>=5 Ppm),0.852,Poor,Fair,Poor,Poor,Small,No Detect,No Detect,Low,Low,Good,Good,Good,Medium,Medium,Poor,Good,N
546,NLA06608-0537,2007,EHIGH,SAP,35.86934062,NA,NA,NA,NLA07_BASE,Include,10.7699239,RALEIGH,6920054,NA,NA,NA,NA,815.49,Region_3,NA,NA,150,NA,EHIGH,SAP,NA,Glade Creek Reservoir,5,5050004,MAN_MADE,NA,37.6955888,-81.0548323,NA,0.280543173,NA,NA,NA,NA,Glade Creek Reservoir (Lower),,,NA,NA,NA,Panel_1,5.458791578,5.05E+12,S,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,WV,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,69,NA,69a,10.7699239,WV,NA,1299942.031,124347.5463,0.227419355,0.61,1.99,0.346747962,0.592332826,0.76596171,0.05,643.3807545,2.34,11,256,Mesotrophic,78.12,0.54,29.2,9.533333333,High (>=5 Ppm),2.81,Fair,Fair,Fair,Fair,Medium,No Detect,No Detect,Low,Low,Good,Good,Good,Medium,Medium,Poor,Good,N
547,NLA06608-0540,2007,PLNLOW,SPL,10.09053282,NA,NA,NA,NLA07_BASE,Include,14.151046,BECKHAM,556575,NA,NA,NA,NA,519.11,Region_6,NA,NA,144,NA,PLNLOW,SPL,NA,,11,11120303,MAN_MADE,NA,35.1710432,-99.3711523,NA,0.019220973,NA,NA,NA,NA,Elk City Lake,,,NA,NA,NA,Panel_1,2.075854613,1.11203E+13,S,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,OK,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,27,NA,27q,14.151046,OK,NA,-304404.387,-255446.8794,0.92,0.58,0.56,0.051110444,0.059593504,0.066911457,0.38,6596.601307,95.04,235,2250,Hypereutrophic,NA,NA,25.7,8.12,High (>=5 Ppm),31.7,Poor,Poor,Poor,Poor,Medium,Detect,Low,Low,High,Poor,Poor,Poor,Not Assessed,Not Assessed,Poor,Poor,N
548,NLA06608-0542,2007,PLNLOW,UMW,4.612377664,NA,NA,NA,NLA07_BASE,Include,724.8867084,FLORENCE,6842573,NA,NA,NA,NA,405.01,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,Buckskin Lake,4,4030108,NATURAL,NA,45.7857507,-88.3657935,NA,0.001312891,NA,NA,NA,NA,Buckskin Lake,,,NA,NA,NA,Panel_1,0.85959415,4.03011E+12,S,NA,NA,PROB,"(4,10]",NA,NA,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,50,NA,50j,724.8867084,WI,NA,593485.7069,950137.5664,0,0.18,0.21,1.016613372,1.298033549,1.526996342,0.05,2626.102977,3.18,15,1303,Mesotrophic,NA,1.18,64.1,8.705,High (>=5 Ppm),1.62,Good,Good,Good,Good,Medium,No Detect,No Detect,Low,Low,Good,Poor,Good,Not Assessed,High,Good,Good,N
549,NLA06608-0546,2007,EHIGH,NAP,6.579366257,NA,NA,NA,NLA07_BASE,Include,5.0261818,MIDDLESEX,6771725,NA,NA,NA,NA,63.79,Region_1,NA,NA,118,NA,EHIGH,NAP,NA,Grist Millpond,1,1070005,NATURAL,NA,42.3549666,-71.4797893,NA,0.12642225,NA,NA,NA,NA,Grist Millpond,NESLake,2510,NA,NA,NA,Panel_1,1.763363958,1.07001E+12,T,NA,NA,PROB,"(4,10]",NA,NA,NA,NA,NA,NA,NA,NA,MA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,59,NA,59h,5.0261818,MA,NA,1984748.68,801304.7758,0.155172414,0.11,8,1.496671624,1.16146986,1.148936068,0.05,109.5539984,14.94,181,4022,Eutrophic,1397.98,2.44,14.5,11.32333333,High (>=5 Ppm),2.19,Good,Good,Good,Good,Large,No Detect,No Detect,Low,Moderate,Poor,Poor,Poor,High,High,Poor,Poor,N
550,NLA06608-0547,2007,PLNLOW,UMW,123.811974,NA,NA,NA,NLA07_BASE,Include,64.9960344,ADAMS,14704062,NA,NA,NA,NA,289.18,Region_5,NA,NA,148,NA,PLNLOW,UMW,NA,,7,7070003,MAN_MADE,NA,44.2067283,-89.8348641,NA,0.014642391,NA,NA,NA,NA,Arrowhead Lake,,,NA,NA,NA,Panel_1,9.789200742,7.07E+12,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,51,NA,51c,64.9960344,WI,NA,490849.6443,766509.4475,0.668181818,0.25,2.64,0.258421938,0.597122661,0.812687129,0.75,4692.775589,2.11,10,519,Mesotrophic,93.02,1.04,42,8.7,High (>=5 Ppm),2.16,Good,Poor,Poor,Fair,Medium,Detect,Low,Low,Low,Good,Good,Good,Medium,High,Poor,Fair,N
551,NLA06608-0550,2007,EHIGH,NAP,61.59577382,NA,NA,NA,NLA07_BASE,Include,20.3121784,GRAFTON,9326262,NA,NA,NA,NA,409.24,Region_1,NA,NA,118,NA,EHIGH,NAP,NA,"Armington, Lake",1,1080104,NATURAL,NA,43.9575273,-71.9679131,NA,0.03639742,NA,NA,NA,NA,Armington Lake,,,NA,NA,NA,Panel_1,4.716015708,1.0801E+12,S,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,58,NA,58n,20.3121784,NH,NA,1901315.255,964489.3368,0.541666667,0,0,0.838077593,0.878735887,1.005193858,0.05,40.83376306,1.31,1,234,Oligotrophic,287.71,0.33,77.3,8.6,High (>=5 Ppm),0.454,Good,Good,Good,Fair,Small,No Detect,No Detect,Low,Low,Good,Good,Good,High,Low,Good,Good,N
