Order,SITE_ID,VISIT_NO,UID,dD,d18O,E_I,Water_yield_m,Modeled_Water_yield_m,RT_iso,RT_modeled,Volume_Corrected_m3,Lake_precip_m,Lake_evap_m,P_E_deficit_m,Wyield_P_E_m
476,NLA12_MN-104,1,7573,-30.31,-1.8,0.808683687,0.193497956,0.02534,1.280387521,1.446596741,551175.501,0.597100008,0.640280726,-0.043180718,0.236678674
477,NLA12_MN-105,1,6798,-61.56,-7.56,0.257246911,0.216277989,0.14624,0.75108549,0.75003692,400992.8771,0.722009996,0.571085546,0.150924451,0.065353538
478,NLA12_MN-106,1,7765,-38.89,-4.19,0.375549127,0.017975712,0.080207941,3.164906047,0.659146968,26153066.85,0.599759999,0.663443257,-0.063683257,0.081658969
479,NLA12_MN-107,1,6602,-47.72,-6.91,0.070558793,0.189410429,0.143708889,0.535687265,0.641148782,11800782.94,0.770189998,0.707648258,0.06254174,0.126868689
480,NLA12_MN-108,1,6686,-56.53,-6.5,0.221057113,0.18582543,0.0616,2.996169706,5.513222811,8994200.458,0.603909989,0.629836123,-0.025926134,0.211751564
481,NLA12_MN-109,1,6816,-44.53,-4.87,0.548599353,0.279386161,0.20531,0.634665527,0.414678025,272499.8394,0.812189983,0.560010029,0.252179955,0.027206206
482,NLA12_MN-110,1,7411,-43.24,-5.03,0.257451357,0.069745679,0.211045,0.636644702,0.192828992,2280991.557,0.685690001,0.640349566,0.045340435,0.024405245
483,NLA12_MN-111,1,6472,-36.54,-3.82,0.319977421,0.391027142,0.18338,1.507098188,1.901761187,2202004.443,0.74149,0.733404625,0.008085375,0.382941767
484,NLA12_MN-112,1,7942,-12.97,-0.1,0.805264805,0.155207683,0.11671,1.179764521,0.839957215,1964484.295,0.582090002,0.718267977,-0.136177975,0.291385658
485,NLA12_MN-113,1,7243,-22.33,-1.11,0.669807108,0.034272901,0.07096,0.615266804,0.239494743,215548.2872,0.512920009,0.689072345,-0.176152336,0.210425237
486,NLA12_MN-114,1,7971,-23.91,-1.27,0.651392944,0.509068757,0.07143,0.906328651,1.409377172,698625.4067,0.533209996,0.69085145,-0.157641454,0.666710211
487,NLA12_MN-115,1,7767,-44.96,-4.64,0.350069318,0.216857084,0.05312,1.976601957,3.603590424,1259258.82,0.559899999,0.645694351,-0.085794352,0.302651436
488,NLA12_MN-116,1,7141,-26.99,-2.35,0.454353123,0.114305904,0.20061,2.165706867,0.981309639,2898852.984,0.749850003,0.753873471,-0.004023468,0.118329373
489,NLA12_MN-118,1,6471,-26,-2.92,0.42988092,0.688456632,0.18358,0.254428497,0.298527228,293262.1258,0.961610003,0.705875024,0.255734979,0.432721653
490,NLA12_MN-119,1,7737,-44.66,-5.29,0.248090051,0.044381228,0.022761343,0.479468206,0.71274617,64027750.59,0.442709999,0.687112215,-0.244402215,0.288783444
491,NLA12_MN-120,1,6547,-37.39,-3.43,0.644184111,0.089776764,0.022304,1.430829549,1.72666992,10284637.2,0.56135001,0.623227693,-0.061877683,0.151654448
492,NLA12_MN-121,1,7723,-33.76,-3.43,0.389257879,0.174348444,0.031121429,1.718354915,3.625492505,27603530.67,0.52327001,0.68938183,-0.16611182,0.340460264
493,NLA12_MN-122,1,6548,-33.05,-3.66,0.361554012,0.185473095,0.1192975,0.709037191,0.726914064,5987432.859,0.654969995,0.712843317,-0.057873322,0.243346416
494,NLA12_MN-123,1,7061,-69.37,-9.58,0.058069178,0.160690595,0.02311,0.204499311,1.109311715,55782.00709,0.486989996,0.697712661,-0.210722665,0.371413259
495,NLA12_MN-123,2,8283,-72.2,-9.61,0.111112927,0.083979164,0.02311,0.391300821,1.109311715,55782.00709,0.486989996,0.697712661,-0.210722665,0.294701829
496,NLA12_MN-126,1,7381,-30.73,-1.7,1.005948698,0.002961103,0.0941,1.781186058,0.054169553,16491.92058,0.678999997,0.619261968,0.059738029,-0.056776926
497,NLA12_MN-127,1,8087,-23.34,-1.06,0.899002076,0.032643887,0.0222,0.900580558,0.699774413,91265.67068,0.453689994,0.672060315,-0.218370321,0.251014208
498,NLA12_MN-130,1,6721,-71.59,-8.96,0.166342024,0.338037143,0.11286,0.367878758,0.679201169,489806.5695,0.694609998,0.556120497,0.138489501,0.199547642
499,NLA12_MN-131,1,7574,-34.29,-2.04,0.852930269,0.108805793,0.01704,0.570777531,0.785217426,32074.77188,0.423179996,0.632906391,-0.209726394,0.318532187
500,NLA12_MN-132,1,6526,-47.25,-6.06,0.155723764,0.176397206,0.12038,1.042870982,1.282261023,2122383.63,0.580419995,0.690652864,-0.110232869,0.286630075
501,NLA12_MN-135,1,7945,-15.95,0.07,1.032238689,0.028357985,0.04571,0.569863804,0.232288028,86018.11591,0.562800006,0.690472074,-0.127672069,0.156030054
502,NLA12_MN-136,1,8135,-22.66,-1.54,0.792012253,0.208784137,0.07182,0.799539079,0.745741874,22721.26098,0.608810003,0.662207815,-0.053397812,0.262181949
503,NLA12_MN-137,1,6574,-30.92,-2.07,0.868171173,0.107225259,0.01906,0.712102251,1.008383183,81455.24735,0.395820004,0.650308265,-0.254488261,0.36171352
504,NLA12_MN-138,1,6870,-64.95,-8.75,0.178895692,0.13467262,0.1524,0.380020415,0.275057213,93062.75713,0.785829987,0.562389757,0.22344023,-0.08876761
505,NLA12_MN-141,1,7403,-48.88,-5.51,0.283312699,0.000341579,0.045096927,0.843595569,0.006378453,841285.0707,0.532670002,0.650277704,-0.117607702,0.117949281
506,NLA12_MN-143,1,7581,-24.46,-0.68,1.103230279,0.162058133,0.03811,1.241929834,1.052559291,28989.04104,0.557360002,0.650854966,-0.093494965,0.255553098
507,NLA12_MN-144,1,8295,-42.09,-4.45,0.370925664,0.376054146,0.21909,0.402192571,0.368751838,39110.32654,0.890019986,0.649757222,0.240262764,0.135791382
508,NLA12_MN-145,1,6470,-32.71,-2.72,0.409128438,0.102871868,0.1747,0.657877756,0.307981654,504978.257,0.750860004,0.701582158,0.049277846,0.053594021
509,NLA12_MN-147,1,7052,-29.6,-2.22,0.627288944,0.256100547,0.23769,1.669279852,0.98197945,299666.418,0.797049979,0.647810146,0.149239833,0.106860714
510,NLA12_MN-150,1,6839,-58.81,-7.49,0.291106829,0.124617677,0.15618,0.688077804,0.426279002,163869.848,0.716120001,0.577670967,0.138449034,-0.013831356
511,NLA12_MN-152,1,7924,-29.71,-2.38,0.488693769,0.070945657,0.02682,0.801406039,1.081755635,225500.6018,0.510559996,0.687722613,-0.177162618,0.248108275
512,NLA12_MN-153,1,6876,-48.34,-4.78,0.432609487,0.036579544,0.02051,1.52777009,1.692662864,276419.3707,0.493700005,0.624705621,-0.131005617,0.167585161
513,NLA12_MN-157,1,7425,-31.84,-2.22,0.690938703,0.269421673,0.02186,2.05683402,3.489985636,688412.7793,0.482510004,0.65598993,-0.173479926,0.442901599
514,NLA12_MN-158,1,8141,-38.04,-2.81,0.765902775,0.026811401,0.01739,0.815324286,0.687409424,102564.894,0.43230999,0.616039229,-0.183729239,0.21054064
515,NLA12_MN-160,1,7828,-31.65,-1.79,0.653337904,0.475402278,0.15042,1.844079567,1.932036735,47411.79197,0.609419994,0.624003663,-0.014583669,0.489985947
516,NLA12_MN-162,1,8404,-41.27,-3.66,0.76791235,0.17121711,0.18551,3.147615244,1.493202066,259825.0958,0.77454999,0.580571107,0.193978883,-0.022761773
517,NLA12_MN-163,1,6716,-42.08,-5.45,0.184562253,0.178343808,0.22603,0.270721152,0.183627152,1411673.071,0.763429994,0.680959182,0.082470811,0.095872997
518,NLA12_MN-167,1,7815,-27.14,-2.39,0.54570541,0.117359787,0.08198,0.914237314,0.821363375,665642.1124,0.527440003,0.694332997,-0.166892994,0.284252781
519,NLA12_MN-170,1,8405,-55.87,-6.63,0.281969297,0.637024731,0.22691,0.977807257,1.210221417,1639871.524,0.86465,0.539684155,0.324965844,0.312058887
520,NLA12_MN-171,1,8284,-15.08,0.23,1.041144729,0.004267864,0.02409,0.915003343,0.144848216,6669.087789,0.437029996,0.676626081,-0.239596085,0.24386395
521,NLA12_MN-177,1,7802,-6.36,2.2,1.321139017,0.078956538,0.12341,1.023262529,0.382309584,72837.58582,0.597889992,0.709370351,-0.111480359,0.190436897
522,NLA12_MN-180,1,8397,-34.04,-3.01,0.476943453,0.119772692,0.05215,1.92895273,2.296731261,1237989.7,0.568669992,0.670580569,-0.101910576,0.221683268
523,NLA12_MN-181,1,8396,-29.55,-1.29,1.080404705,0.144484383,0.02597,1.231555284,1.08194684,288766.6382,0.534899998,0.602908394,-0.068008396,0.212492778
524,NLA12_MN-R01,1,7432,-41.92,-3.56,0.529117466,0.103856834,0.02246,3.219469334,4.854345762,5314077.189,0.530559997,0.628091882,-0.097531885,0.201388719
525,NLA12_MN-R12,1,7419,-35.41,-1.76,0.848193628,0.229842007,0.03085,1.568888187,1.693236926,29874.97847,0.559820003,0.599283673,-0.03946367,0.269305677
526,NLA12_MN-R13,1,7464,-39.89,-3.23,0.617443907,0.042420823,0.07684,2.825312803,1.156387258,79303.21307,0.639699998,0.625115741,0.014584257,0.027836566
527,NLA12_MN-R14,1,7500,-46.94,-6.36,0.253984232,0.20487623,0.32919,4.034322351,2.052212327,2421517.256,0.835500014,0.590988954,0.24451106,-0.03963483
528,NLA12_MO-101,1,7416,4.22,1.84,0.653807132,0.185811863,0.3191,0.763362051,0.293361334,125154.2506,1.234069999,0.911900359,0.32216964,-0.136357777
529,NLA12_MO-101,2,8660,1.46,1.88,0.609657565,0.199267799,0.3191,0.711814581,0.293361334,125154.2506,1.234069999,0.911900359,0.32216964,-0.122901841
530,NLA12_MO-102,1,8813,-18.2,-2.85,0.132093897,0.140447131,0.285304825,0.349478137,0.159843863,78559783.05,1.033139999,0.880641854,0.152498146,-0.012051015
531,NLA12_MO-103,1,7255,-19.62,-2.41,0.261921169,0.194362345,0.127531579,0.512426874,0.577515668,51104998.31,0.766339986,0.868388872,-0.102048886,0.296411231
532,NLA12_MO-104,1,6746,-14.47,-1.34,0.250742612,0.537798231,0.21512,0.772760404,1.163911495,1876569.901,0.907230007,0.861891093,0.045338915,0.492459317
533,NLA12_MO-105,1,7911,-14.06,-1.26,0.267849066,0.096468171,0.223243333,0.76705379,0.295499776,2831280.585,0.904000004,0.859798453,0.044201551,0.05226662
534,NLA12_MO-106,1,8554,-17.45,-2.37,0.15817681,0.049799064,0.291372658,0.153123818,0.025331457,25417211.83,1.131340012,0.923182291,0.20815772,-0.158358656
535,NLA12_MO-107,1,6517,-30.79,-3.45,0.288286712,0.376472597,0.47617,0.377900386,0.228937771,368424.2032,1.219869988,0.911425249,0.308444739,0.068027858
536,NLA12_MO-108,1,6992,-16.17,-1.39,0.246587761,0.183200007,0.39557,0.506788695,0.204366583,377962.7225,1.123930004,0.864525757,0.259404248,-0.07620424
537,NLA12_MO-108,2,7974,-12.21,-0.9,0.264062883,0.171076219,0.39557,0.542703674,0.204366583,377962.7225,1.123930004,0.864525757,0.259404248,-0.088328029
538,NLA12_MO-109,1,6462,-25.76,-3.64,0.121444763,0.140563122,0.17989,0.427661853,0.305749868,984555.4533,0.866079996,0.88424297,-0.018162974,0.158726096
539,NLA12_MO-110,1,7912,-12.64,-0.76,0.309698064,0.225805266,0.25684,1.047807131,0.687278572,903034.2279,1.044990011,0.835967631,0.209022381,0.016782885
540,NLA12_MO-115,1,7132,-10.86,-0.23,0.396188882,0.277194695,0.12503,1.206524371,1.514985665,703370.1428,0.755189997,0.866390289,-0.111200292,0.388394987
541,NLA12_MO-117,1,6747,-13.38,-0.49,0.320103181,0.450953774,0.17687,1.044756727,1.492342157,49750.06367,0.828060001,0.860975752,-0.03291575,0.483869525
542,NLA12_MO-119,1,6614,-8.31,0.29,0.420680869,0.447527102,0.22254,0.734592617,0.784056695,138942.9574,0.938979991,0.898473618,0.040506373,0.407020729
543,NLA12_MO-120,1,8416,-14.37,-0.22,0.375830884,1.372149473,0.1861,0.775228487,1.622166877,76503.11011,0.780420004,0.856942536,-0.076522532,1.448672005
544,NLA12_MO-122,1,8289,-5.2,1.48,0.561373951,0.067039831,0.14217,1.109652087,0.417505812,83910.77827,0.768850008,0.803548784,-0.034698776,0.101738608
545,NLA12_MO-123,1,8118,-1.22,1.74,0.54667627,0.096314889,0.29885,0.871044807,0.236827397,35518.71708,0.944630008,0.897895929,0.046734078,0.04958081
546,NLA12_MO-126,1,8290,4.5,3.65,0.832653331,0.180670899,0.11343,0.962239809,0.704315971,57945.44301,0.730239993,0.823476152,-0.093236159,0.273907058
547,NLA12_MO-R01,1,7086,-24.75,-3.6,0.125010345,0.258808492,0.19586,0.966075177,1.095447492,8354042.238,0.870010004,0.869218041,0.000791963,0.258016529
548,NLA12_MO-R02,1,7042,-27.86,-4.12,0.093610465,0.119664235,0.25765,0.188063256,0.083554517,154225.4361,0.900370018,0.862883496,0.037486522,0.082177713
549,NLA12_MS-101,1,6534,-13.87,-1.53,0.11632403,0.147191071,0.535765,0.154001176,0.040325598,563530.3377,1.585380028,1.03018205,0.555197978,-0.408006907
550,NLA12_MS-101,2,7501,-7.57,-0.28,0.192483478,0.088952354,0.535765,0.254828533,0.040325598,563530.3377,1.585380028,1.03018205,0.555197978,-0.466245624
551,NLA12_MS-102,1,6535,-10.21,-0.9,0.163841582,0.738140667,0.55452,0.362136627,0.352639626,801539.0203,1.718950019,1.021557494,0.697392525,0.040748142
552,NLA12_MS-103,1,7372,-17.33,-3.23,0.025996587,15.30333009,0.65071,0.067192393,0.767079248,688470.1964,1.806499997,1.041898208,0.764601789,14.5387283
553,NLA12_MS-104,1,6536,-5.76,-0.46,0.236504636,1.773509311,0.36254,0.240042444,0.456495538,795816.1093,1.375240009,1.011924555,0.363315454,1.410193856
554,NLA12_MS-105,1,7433,-5.2,-0.59,0.201527001,0.388739527,0.77771,0.420075066,0.179877527,1745304.301,1.694899992,1.020382233,0.674517759,-0.285778232
555,NLA12_MS-106,1,6415,-22.02,-3.81,0.03845076,0.814394239,0.403492837,0,0,0,1.131899994,0.954443641,0.177456353,0.636937886
556,NLA12_MS-107,1,6414,-17.29,-3,0.08536328,0.174108809,0.339032446,0.133951329,0.065798653,59597092.27,1.007950003,0.971879138,0.036070865,0.138037944
557,NLA12_MS-112,1,7503,4.87,2.95,0.663079707,0.228838044,0.39297,0.761421262,0.291422998,32636.2984,1.296959991,0.960312355,0.336647636,-0.107809593
558,NLA12_MS-113,1,7571,-7.24,-0.14,0.308940351,0.504573036,0.45453,0,0,0,1.381040001,0.890917915,0.490122085,0.014450951
559,NLA12_MS-116,1,1000001,2.4,1.4,0.528277989,0.4541461,0.41039,1.458762133,0.915063273,615870.2209,1.231250004,0.941969102,0.289280902,0.164865198
560,NLA12_MS-116,2,7620,6.12,2,0.659079817,0.36401568,0.41039,1.819952186,0.915063273,615870.2209,1.231250004,0.941969102,0.289280902,0.074734778
561,NLA12_MS-119,1,1000011,-6,-0.28,0.233573251,0.960090196,0.50278,0.689992497,0.794201793,243465.5756,1.428600012,0.966895325,0.461704686,0.49838551
562,NLA12_MS-125,1,7504,-17.26,-2.89,0.04926121,4.676655565,0.58918,0,0,0,1.633389986,0.948061371,0.685328615,3.991326951
563,NLA12_MS-126,1,7404,-10.57,-1.58,0.102722165,0.046695661,0.72802,0.119999004,0.007612606,61442.88488,1.752290018,1.043742349,0.708547669,-0.661852009
564,NLA12_MS-128,1,7535,-2.77,0.81,0.407327889,0.55531621,0.46037,1.123062747,0.779891953,198090.507,1.380039995,0.920013842,0.460026153,0.095290056
565,NLA12_MS-R03,1,1000010,-9.92,-0.92,0.212631328,0.132327277,0.35265,0.445550312,0.149867771,137179.8232,1.37223999,0.947425511,0.42481448,-0.292487203
566,NLA12_MT-102,1,8069,-119.49,-15.35,0.041459184,0.267087381,0.515245,1.104506602,0.559322823,22121947.1,0.604850001,0.549974278,0.054875724,0.212211657
567,NLA12_MT-102,2,8472,-118.64,-15.11,0.049726922,0.222680679,0.515245,1.324765922,0.559322823,22121947.1,0.604850001,0.549974278,0.054875724,0.167804956
568,NLA12_MT-103,1,8302,-83.89,-6.9,0.456727628,0.007883823,0.010455,0.667696655,0.430334531,478371.1743,0.294289999,0.596206543,-0.301916543,0.309800367
569,NLA12_MT-104,1,6542,-114.35,-13.4,0.114220408,0.099176894,0.07966,0.526341362,0.611602191,14242156.95,0.291750005,0.580725835,-0.28897583,0.388152724
570,NLA12_MT-105,1,8476,-126.72,-16.75,0.049981099,0.088316088,0.656562857,0.556896374,0.074523842,6056522.973,0.467580002,0.60718751,-0.139607509,0.227923597
571,NLA12_MT-106,1,7321,-123.85,-15.55,0.177157151,2.431656699,0.01488,1.501557893,15.16479482,28976986.54,0.290319997,0.553649747,-0.263329749,2.694986449
572,NLA12_MT-107,1,7022,-81.62,-7.34,0.433352289,0.02100797,0.32101,0.83772736,0.053651017,389651.2223,0.389920007,0.505923688,-0.116003681,0.137011651
573,NLA12_MT-108,1,7133,-96.83,-9.76,0.317937565,0.030963235,0.01572,0.986171869,1.383683833,426456.4914,0.351699998,0.545414602,-0.193714603,0.224677838
574,NLA12_MT-109,1,6664,-115.11,-13.46,0.307092105,0.473560222,0.011984286,0.941264046,5.026263963,33611418.86,0.347150001,0.658221069,-0.311071068,0.78463129
575,NLA12_MT-110,1,7623,-126.17,-16.08,0.014140364,1.49242429,0.62948,0.236614506,0.521432474,543991.8033,0.947469995,0.418748569,0.528721426,0.963702864
576,NLA12_MT-111,1,8486,-122.41,-16.05,0.078830303,0.30510171,0.88256619,3.735399074,1.24795755,338135943.7,0.681129992,0.534185514,0.146944478,0.158157232
577,NLA12_MT-113,1,6427,-131.27,-16.89,0.109760999,1.838189383,0.01203,0.411756855,7.807361481,3193855.302,0.24166,0.57419192,-0.33253192,2.170721303
578,NLA12_MT-118,1,6696,-91.43,-8.93,0.261075689,0.012626964,0.01237375,0.310486359,0.281161301,500948.021,0.294860003,0.619049258,-0.324189256,0.33681622
579,NLA12_MT-119,1,8328,-67.39,-3.19,0.794223074,6.42022E-05,0.012675,0.579699015,0.002931552,86512.62541,0.256450002,0.633175085,-0.376725083,0.376789285
580,NLA12_MT-120,1,8155,-123.5,-16.27,0.074669969,0.102718301,1.33106,0.322313932,0.024403085,143431.2102,1.489180008,0.445564224,1.043615783,-0.940897482
581,NLA12_MT-124,1,7713,-134.66,-17.72,0.052012236,0.171714978,0.448517143,0.552057818,0.207312727,7320112.7,0.443369999,0.452730912,-0.009360913,0.181075891
582,NLA12_MT-126,1,6799,-71.39,-6.55,0.450443659,0.029138619,0.01593,0.414874898,0.543114982,233718.1625,0.29712,0.61623451,-0.31911451,0.348253129
583,NLA12_MT-135,1,8278,-132.77,-16.53,0.186393958,0.00247085,0.152524444,0.929767974,0.015026791,277192.4948,0.438589997,0.565873432,-0.127283435,0.129754284
584,NLA12_MT-136,1,8130,-129.24,-17.31,0.014965533,1.705615454,1.405532727,1.341659688,1.57473714,304675537.8,0.92659001,0.496528926,0.430061084,1.27555437
585,NLA12_MT-138,1,6742,-82.02,-8.42,0.339142962,0.023574377,0.01585,0.83744088,1.000518562,72608.2062,0.328960003,0.677516848,-0.348556845,0.372131222
586,NLA12_MT-140,1,7925,-122.37,-16.13,0.063096165,1.568870651,1.08542,0.915032551,1.026245536,1170630.15,1.425790006,0.450297474,0.975492532,0.593378119
587,NLA12_MT-142,1,6888,-82.48,-8.4,0.197216289,0.001622173,0.014715465,0.147188552,0.016072532,278609.2671,0.279560001,0.638716893,-0.359156892,0.360779065
588,NLA12_MT-143,1,7065,-87.87,-8.72,0.411834182,0.132101732,0.07092,1.774709983,1.934306917,414520.0709,0.465009999,0.503128456,-0.038118457,0.170220189
589,NLA12_MT-144,1,8008,-89.46,-9.05,0.333574698,0.084720189,0.014725,0.711732163,2.246867414,1528166.406,0.24485,0.571323094,-0.326473094,0.411193283
590,NLA12_MT-151,1,8250,-55.23,-0.02,1.093344623,0.000419266,0.0129,0.940371962,0.030029562,51352.8959,0.314219997,0.628244543,-0.314024546,0.314443812
591,NLA12_MT-152,1,7625,-128.89,-16.86,0.009575309,2.486904773,0.48402,0.107407908,0.491880457,494913.9593,0.977740011,0.394456497,0.583283514,1.90362126
592,NLA12_MT-154,1,6821,-63.65,-5.77,0.523229166,0.146619008,0.01454,0.276273631,0.87024102,251734.2262,0.254649999,0.610355919,-0.355705921,0.502324929
593,NLA12_MT-156,1,7472,-136.26,-17.43,0.116640486,0.035876866,0.196918571,0.828116926,0.148943877,5505747.316,0.314040001,0.514521019,-0.200481017,0.236357883
594,NLA12_MT-160,1,7471,-111.9,-12.2,0.124402987,0.051643361,0.057176667,0.253544373,0.218036014,1088261.137,0.24737,0.552379619,-0.305009619,0.35665298
595,NLA12_MT-161,1,8385,-81.01,-7.51,0.263133253,0.030802643,0.01213,0.939167661,1.84828503,549350.3417,0.311790003,0.717580522,-0.405790519,0.436593162
596,NLA12_MT-162,1,8641,-131.01,-17.62,0.000872452,6.432144946,0.95567,0.017624368,0.116955832,2242634.958,0.97265,0.401163465,0.571486534,5.860658412
597,NLA12_MT-164,1,8200,-76.04,-5.9,0.593400619,0.102286352,0.05172,11.16055208,10.8766415,9385458.66,0.473540001,0.539901347,-0.066361346,0.168647698
598,NLA12_MT-164,2,8543,-75.51,-5.83,0.602766905,0.100696943,0.05172,11.33671118,10.8766415,9385458.66,0.473540001,0.539901347,-0.066361346,0.167058289
599,NLA12_MT-177,1,8435,-48.16,-1.77,0.843521262,0.002598146,0.013503333,0.808514285,0.146061667,90742.68671,0.275629997,0.687592258,-0.411962261,0.414560407
600,NLA12_NC-101,1,6399,-26.21,-4.87,0.056361664,0.06971293,0.485452634,0.190955952,0.027107824,44992139.44,1.219880001,0.851807428,0.368072573,-0.298359643
601,NLA12_NC-101,2,8045,-24.65,-4.28,0.011856666,0.331386312,0.485452634,0.040170938,0.027107824,44992139.44,1.219880001,0.851807428,0.368072573,-0.036686261
602,NLA12_NC-103,1,6504,-18.71,-2.96,0.06727677,0.251441116,0.164485,0.127982478,0.171952456,1039534.904,1.225779987,0.915065993,0.310713994,-0.059272879
603,NLA12_NC-104,1,7770,9.57,1.97,0.842550172,0.563791496,0.34288,0.530796133,0.31727108,2250393.266,1.178920006,0.932818126,0.24610188,0.317689616
604,NLA12_NC-105,1,6359,-32.49,-5.91,0.068418522,0.289746035,0.931748824,1.986545231,0.592112572,131995732.4,1.445829994,0.710288137,0.735541857,-0.445795822
605,NLA12_NC-107,1,6286,6.98,2.58,0.786254418,0.194756596,0.16513,1.308382341,0.791262213,22404.19892,0.939959986,0.917320261,0.022639725,0.172116871
606,NLA12_NC-108,1,6400,-28.5,-5.5,0.040810862,0.226581561,0.651326,0.192962708,0.06542632,2566378.314,1.425430008,0.778371903,0.647058105,-0.420476544
607,NLA12_NC-109,1,6398,-22.02,-4.28,0.202487806,0.455853555,1.12682,1.024714388,0.336606712,1174118.975,1.936990013,0.685265051,1.251724962,-0.795871407
608,NLA12_NC-114,1,8123,-22.02,-4.24,0.049703348,0.125121353,0.22753,0.087207408,0.046258903,237971.6403,1.209600002,0.900987503,0.3086125,-0.183491146
609,NLA12_NC-115,1,7846,-1.1,0.3,0.396129506,0.048259761,0.15179,0.416135448,0.115279949,65151.19711,1.084460011,0.924814313,0.159645697,-0.111385937
610,NLA12_NC-116,1,6469,-19.31,-3.34,0.082872402,0.16304083,0.29489,0.158100686,0.082032171,41258.15088,1.245280014,0.870051171,0.375228843,-0.212188013
611,NLA12_NC-116,2,8044,-11.75,-1.82,0.306646617,0.044062398,0.29489,0.585008271,0.082032171,41258.15088,1.245280014,0.870051171,0.375228843,-0.331166446
