SITE_ID,VISIT_NO,DATE_COL,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_SCORE,AGR_STRING,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,IND_SCORE,IND_STRING,HYDRO_TYPE,LAKE_LEVEL,LEVEL_CHANGE_M,LEVEL_CHANGES,MAN_DRINKING_WATER,MAN_LEVEL_FLUCTUATIONS,MAN_SCORE,OUTLET_DAMS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_SCORE,REC_STRING,REC_TRAILS,REC_TRASH,RECREATIONAL_ACTIVITY,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SCORE,RES_SEWAGE,RES_STRING,SWIMMABILITY,TROPHIC_STATE
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,L,NA,NA,NA,1,L,RESERVOIR,NO,NA,NA,NA,NA,5,ARTIFICIAL,3,0-05,0-05,25-75,25-75,25-May,25-May,25-75,25-May,L,NA,NA,NA,L,3,LLL,NA,L,NA,GOOD,NA,L,NA,M,NA,M,L,8,NA,LMML,FAIR,MESOTROPHIC
NA,NA,NA,L,NA,NA,NA,L,NA,2,LL,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NO,NA,NA,NA,NA,8,NATURAL,4,0-05,25-May,75-100,75-100,25-75,25-75,75-100,25-75,NA,NA,L,M,NA,7,LMM,NA,M,NA,EXCELLENT,NA,L,NA,H,L,H,M,18,M,LHLHMM,GOOD,EUTROPHIC
NA,NA,NA,L,NA,L,NA,L,NA,3,LLL,NA,3,FAIR,NA,NA,NA,M,NA,NA,NA,NA,3,M,DRAINAGE,NO,NA,NA,NA,NA,4,ARTIFICIAL,3,NA,NA,25-May,25-May,NA,25-75,NA,25-75,NA,NA,L,NA,NA,3,LLL,L,L,NA,GOOD,NA,L,NA,L,NA,L,L,4,NA,LLLL,FAIR,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,FAIR,L,NA,NA,NA,NA,NA,NA,NA,1,L,RESERVOIR,NA,NA,NA,NA,L,14,NONE,1,0-05,0-05,75-100,0-05,25-75,25-75,0-05,0-05,NA,M,M,NA,NA,10,MMML,M,L,NA,EXCELLENT,M,NA,NA,H,H,H,H,23,NA,MHHHH,UNSWIMMABLE,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,L,NA,1,L,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,YES,NA,-1,NA,M,4,NONE,3,0-05,0-05,25-75,25-75,NA,25-May,25-May,25-May,L,NA,NA,NA,NA,1,L,NA,NA,NA,FAIR,NA,L,L,L,L,M,NA,7,NA,LLLLM,FAIR,MESOTROPHIC
NA,NA,NA,NA,NA,L,NA,NA,NA,1,L,NA,4,GOOD,NA,NA,NA,NA,NA,NA,M,NA,3,M,DRAINAGE,YES,NA,0.5,NA,NA,2,ARTIFICIAL,4,25-May,25-May,0-05,25-May,25-75,25-May,25-75,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,NA,NA,NA,L,1,NA,L,GOOD,MESOTROPHIC
NA,NA,NA,M,NA,NA,NA,M,NA,6,MM,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NO,NA,NA,NA,NA,0,NONE,3,25-75,0-05,0-05,0-05,75-100,0-05,0-05,25-May,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,POOR,NA,NA,NA,NA,NA,NA,L,1,NA,L,UNSWIMMABLE,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NO,NA,NA,NA,L,12,ARTIFICIAL,3,0-05,0-05,25-75,0-05,25-75,25-75,25-75,0-05,L,NA,L,NA,NA,3,LLL,NA,L,NA,GOOD,L,L,NA,H,L,H,M,16,NA,LLHLHM,FAIR,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NO,NA,NA,NA,NA,0,NA,5,0-05,0-05,0-05,75-100,0-05,0-05,0-05,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,MESOTROPHIC
NA,NA,NA,H,NA,L,NA,L,NA,7,HLL,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NO,NA,NA,NA,L,4,ARTIFICIAL,1,0-05,0-05,25-May,25-75,25-May,25-May,25-May,0-05,L,L,M,NA,NA,6,LLML,L,NA,NA,GOOD,L,L,NA,M,L,M,L,10,NA,LLMLML,FAIR,EUTROPHIC
NA,NA,NA,M,NA,M,L,NA,NA,7,MML,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,NA,0.2,NA,L,4,ARTIFICIAL,3,0-05,25-May,0-05,0-05,75-100,0-05,25-May,25-75,M,NA,NA,L,NA,6,MLLL,L,L,NA,GOOD,NA,NA,NA,NA,NA,NA,L,1,NA,L,UNSWIMMABLE,MESOTROPHIC
NA,NA,NA,L,NA,L,NA,L,NA,3,LLL,NA,3,GOOD,H,NA,L,NA,L,NA,L,L,9,HLLLL,RESERVOIR,YES,NA,2,H,L,12,ARTIFICIAL,3,25-May,25-May,25-75,25-75,25-75,25-75,25-75,25-May,NA,H,M,L,M,14,HMLMLL,L,L,NA,GOOD,NA,M,NA,H,H,H,H,23,NA,MHHHH,GOOD,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,7,ARTIFICIAL,2,NA,0-05,25-75,0-05,25-75,75-100,25-May,NA,L,L,M,NA,NA,9,LLMML,M,L,NA,EXCELLENT,L,M,L,H,M,H,M,22,L,LMLHMHML,FAIR,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NO,NA,NA,NA,NA,0,NATURAL,5,0-05,25-May,0-05,25-May,25-May,0-05,25-May,0-05,NA,L,L,L,NA,5,LLLLL,L,L,NA,EXCELLENT,NA,NA,NA,NA,NA,L,L,2,NA,LL,GOOD,OLIGOTROPHIC
NA,NA,NA,NA,NA,L,NA,L,NA,2,LL,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NO,NA,NA,NA,NA,0,NONE,4,0-05,25-75,0-05,25-75,25-75,0-05,25-75,0-05,NA,L,M,L,L,7,LMLLL,NA,L,NA,EXCELLENT,NA,NA,NA,NA,NA,L,NA,1,NA,L,GOOD,MESOTROPHIC
NA,NA,NA,NA,NA,L,NA,NA,NA,1,L,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,YES,NA,0.25,NA,NA,0,ARTIFICIAL,2,NA,0-05,NA,NA,0-05,25-May,0-05,75-100,NA,NA,NA,NA,NA,1,L,NA,L,NA,POOR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,UNSWIMMABLE,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NO,NA,NA,NA,NA,6,ARTIFICIAL,3,NA,NA,NA,75-100,0-05,NA,0-05,0-05,L,NA,NA,NA,NA,2,LL,NA,L,NA,GOOD,L,NA,NA,NA,NA,NA,NA,1,NA,L,UNSWIMMABLE,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,NA,0.8,NA,NA,1,ARTIFICIAL,4,NA,25-May,0-05,75-100,25-May,0-05,25-May,NA,NA,L,L,L,NA,4,LLLL,L,NA,NA,EXCELLENT,NA,NA,NA,L,NA,L,L,3,NA,LLL,GOOD,MESOTROPHIC
NA,NA,NA,M,NA,M,NA,M,NA,9,MMM,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,NA,0.4,L,M,5,ARTIFICIAL,4,NA,0-05,NA,25-75,NA,0-05,25-75,25-75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,L,NA,L,M,5,NA,LLM,UNSWIMMABLE,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,L,NA,NA,NA,NA,1,L,DRAINAGE,YES,NA,0.5,NA,L,2,ARTIFICIAL,4,0-05,0-05,25-May,25-75,0-05,0-05,25-75,25-May,L,NA,NA,NA,NA,3,LLL,L,L,NA,EXCELLENT,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,MESOTROPHIC
NA,NA,NA,M,NA,NA,NA,M,NA,6,MM,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NO,NA,NA,NA,NA,1,NONE,4,25-75,0-05,0-05,0-05,75-100,0-05,0-05,25-May,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,NA,NA,NA,L,1,NA,L,FAIR,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,L,NA,1,L,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NO,NA,NA,NA,NA,0,ARTIFICIAL,4,0-05,0-05,0-05,25-May,25-75,0-05,25-75,0-05,NA,NA,NA,NA,NA,1,L,NA,L,NA,GOOD,NA,NA,NA,NA,NA,NA,L,1,NA,L,GOOD,EUTROPHIC
NA,NA,NA,NA,NA,L,NA,NA,NA,2,LL,L,4,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,NA,1,NA,NA,3,ARTIFICIAL,3,0-05,25-May,0-05,0-05,25-May,25-May,25-May,25-May,NA,NA,H,H,NA,16,HHHL,H,L,NA,EXCELLENT,NA,NA,NA,NA,NA,L,NA,1,NA,L,GOOD,EUTROPHIC
NA,NA,NA,M,NA,NA,NA,NA,NA,3,M,NA,3,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NO,NA,NA,NA,NA,0,NONE,4,0-05,NA,NA,25-75,0-05,0-05,NA,25-75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FAIR,NA,NA,NA,NA,NA,NA,L,1,NA,L,UNSWIMMABLE,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NO,NA,NA,NA,L,7,ARTIFICIAL,4,0-05,0-05,0-05,75-100,25-75,0-05,25-75,25-May,NA,NA,H,M,NA,14,HMHL,H,L,NA,EXCELLENT,NA,NA,NA,L,L,L,L,4,NA,LLLL,GOOD,NA
NA,NA,NA,H,NA,L,NA,L,NA,7,HLL,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,NA,0.3,NA,L,1,ARTIFICIAL,3,0-05,0-05,25-May,25-75,25-May,0-05,25-May,25-May,NA,NA,NA,NA,M,3,M,NA,NA,NA,FAIR,M,NA,NA,L,NA,L,L,6,NA,MLLL,FAIR,EUTROPHIC
NA,NA,NA,NA,NA,M,NA,M,NA,6,MM,NA,1,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,NA,0.1,NA,NA,0,ARTIFICIAL,2,0-05,25-May,0-05,25-75,25-May,0-05,25-May,0-05,M,NA,L,NA,NA,6,MLLL,L,L,NA,FAIR,NA,NA,NA,NA,NA,NA,L,1,NA,L,UNSWIMMABLE,EUTROPHIC
NA,NA,NA,H,NA,NA,NA,NA,NA,5,H,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,YES,NA,0.2,NA,L,4,ARTIFICIAL,2,NA,0-05,75-100,75-100,25-75,25-75,25-75,25-May,NA,NA,L,NA,NA,1,L,NA,NA,NA,EXCELLENT,NA,NA,NA,M,NA,H,M,11,NA,MHM,GOOD,MESOTROPHIC
NA,NA,NA,NA,NA,L,NA,L,NA,2,LL,NA,3,GOOD,NA,NA,NA,NA,NA,NA,M,NA,3,M,RESERVOIR,NO,NA,NA,NA,NA,0,ARTIFICIAL,3,0-05,0-05,25-May,25-May,25-75,25-May,25-May,0-05,NA,NA,L,NA,NA,2,LL,NA,L,NA,GOOD,NA,NA,NA,L,NA,M,L,5,NA,LML,GOOD,EUTROPHIC
NA,NA,NA,L,L,L,L,L,L,7,LLLLLLL,L,4,GOOD,L,L,L,L,L,L,L,L,8,LLLLLLLL,RESERVOIR,YES,NA,10,L,M,13,ARTIFICIAL,4,0-05,0-05,0-05,0-05,25-May,0-05,0-05,25-May,L,L,L,L,L,9,LLLLLLM,L,M,NA,GOOD,L,L,L,L,L,L,L,8,L,LLLLLLLL,FAIR,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,L,NA,1,L,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NO,NA,NA,NA,L,3,ARTIFICIAL,3,0-05,0-05,25-May,25-May,25-May,25-75,25-75,0-05,L,NA,L,L,NA,4,LLLL,L,NA,NA,GOOD,NA,L,NA,L,NA,M,L,6,NA,LLML,FAIR,MESOTROPHIC
NA,NA,NA,H,NA,NA,NA,L,NA,6,HL,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NO,NA,NA,NA,NA,3,ARTIFICIAL,3,75-100,25-May,25-May,0-05,25-75,0-05,25-May,25-75,NA,NA,NA,NA,NA,1,L,NA,L,NA,GOOD,NA,NA,NA,L,L,L,L,4,NA,LLLL,GOOD,NA
NA,NA,NA,H,NA,NA,NA,NA,NA,5,H,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,1,NA,NA,0,NONE,2,25-May,0-05,0-05,NA,75-100,0-05,0-05,25-May,NA,NA,NA,NA,NA,1,L,NA,L,NA,POOR,NA,NA,NA,L,NA,L,M,5,NA,LLM,UNSWIMMABLE,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,5,NA,M,3,ARTIFICIAL,5,NA,25-May,NA,75-100,NA,0-05,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,POOR,NA,NA,NA,NA,NA,NA,L,1,NA,L,UNSWIMMABLE,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,YES,NA,0.5,NA,NA,0,NONE,5,NA,25-75,NA,25-75,NA,NA,25-May,NA,NA,NA,NA,L,NA,2,LL,L,NA,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,OLIGOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,FAIR,M,NA,NA,NA,NA,NA,NA,NA,3,M,RESERVOIR,YES,NA,2,NA,L,7,ARTIFICIAL,4,NA,25-May,NA,NA,25-May,25-May,75-100,0-05,NA,M,M,L,NA,11,MMLML,M,L,NA,GOOD,NA,NA,NA,NA,NA,NA,L,1,NA,L,GOOD,EUTROPHIC
NA,NA,NA,NA,NA,H,NA,NA,NA,5,H,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,NA,0.3,NA,NA,2,ARTIFICIAL,3,NA,NA,NA,NA,25-75,25-May,0-05,25-75,L,NA,NA,L,NA,7,LLH,NA,H,NA,POOR,NA,NA,NA,NA,NA,L,NA,1,NA,L,UNSWIMMABLE,HYPEREUTROPHIC
NA,NA,NA,M,NA,M,NA,M,NA,9,MMM,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,YES,NA,2,NA,NA,2,ARTIFICIAL,2,NA,0-05,NA,NA,NA,NA,0-05,75-100,H,NA,NA,L,NA,8,HLLL,L,L,NA,FAIR,NA,NA,NA,NA,NA,L,L,2,NA,LL,UNSWIMMABLE,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,YES,NA,0.3,NA,NA,2,NONE,5,0-05,75-100,0-05,0-05,0-05,0-05,0-05,0-05,NA,NA,NA,L,NA,2,LL,L,NA,NA,GOOD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,OLIGOTROPHIC
NA,NA,NA,NA,NA,NA,NA,M,NA,4,ML,L,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NO,NA,NA,NA,NA,4,ARTIFICIAL,2,0-05,0-05,25-75,25-75,25-May,25-May,0-05,0-05,L,NA,NA,NA,NA,4,LM,NA,M,NA,GOOD,L,L,L,H,L,H,M,17,NA,LLLHLHM,FAIR,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,EXCELLENT,NA,NA,NA,L,NA,NA,NA,NA,1,L,RESERVOIR,YES,NA,1.7,NA,M,6,ARTIFICIAL,5,NA,25-75,0-05,25-May,25-75,NA,25-May,0-05,NA,NA,M,NA,NA,4,ML,L,NA,NA,GOOD,L,NA,NA,NA,NA,L,L,3,NA,LLL,FAIR,EUTROPHIC
NA,NA,NA,H,M,H,NA,L,M,18,HMHLML,L,1,POOR,L,NA,L,NA,NA,NA,L,NA,3,LLL,RESERVOIR,NO,NA,NA,L,L,4,ARTIFICIAL,1,25-May,0-05,75-100,25-May,25-75,25-75,25-75,25-May,NA,L,L,NA,NA,2,LL,NA,NA,NA,POOR,NA,NA,NA,L,NA,L,L,4,L,LLLL,FAIR,HYPEREUTROPHIC
NA,NA,NA,NA,NA,L,NA,NA,NA,1,L,NA,5,GOOD,NA,NA,NA,H,NA,L,NA,NA,6,HL,DRAINAGE,NO,NA,NA,NA,NA,1,NONE,4,0-05,0-05,0-05,75-100,25-May,0-05,25-75,25-75,L,NA,L,L,L,7,LLLLM,M,NA,NA,EXCELLENT,NA,NA,NA,NA,NA,L,L,2,NA,LL,GOOD,OLIGOTROPHIC
NA,NA,NA,L,L,M,L,M,L,13,LLMLMLM,M,4,GOOD,NA,NA,NA,NA,M,NA,NA,NA,3,M,RESERVOIR,YES,NA,NA,NA,M,9,ARTIFICIAL,3,0-05,25-75,25-May,0-05,25-May,25-May,25-May,25-May,NA,L,M,L,L,8,LMLLLL,L,L,NA,EXCELLENT,L,M,NA,L,L,M,M,15,M,LMLLMMM,GOOD,MESOTROPHIC
NA,NA,NA,L,M,L,NA,L,NA,6,LMLL,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NO,NA,NA,NA,L,4,NONE,4,25-75,0-05,25-May,0-05,75-100,25-May,25-May,25-May,NA,NA,NA,NA,NA,1,L,L,NA,NA,GOOD,L,L,NA,L,L,L,M,8,NA,LLLLLM,FAIR,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NO,NA,NA,NA,NA,0,ARTIFICIAL,3,0-05,25-May,0-05,25-75,25-May,0-05,25-May,25-May,NA,NA,L,NA,NA,1,L,NA,NA,NA,GOOD,NA,NA,NA,NA,NA,NA,L,1,NA,L,GOOD,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,NA,1,L,L,5,ARTIFICIAL,3,0-05,0-05,25-May,75-100,0-05,25-May,0-05,0-05,NA,L,L,NA,L,3,LLL,NA,NA,NA,GOOD,H,NA,NA,M,NA,L,M,12,NA,HMLM,UNSWIMMABLE,EUTROPHIC
NA,NA,NA,H,NA,NA,NA,L,NA,6,HL,NA,2,FAIR,L,NA,NA,NA,NA,NA,NA,NA,1,L,DRAINAGE,NO,NA,NA,NA,NA,1,ARTIFICIAL,1,NA,0-05,75-100,25-May,25-75,75-100,25-May,25-May,L,NA,NA,NA,NA,2,LL,NA,L,NA,FAIR,L,L,NA,H,L,H,M,16,NA,LLHLHM,FAIR,EUTROPHIC
NA,NA,NA,L,NA,NA,NA,NA,NA,1,L,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,NA,NA,NA,H,6,ARTIFICIAL,2,0-05,25-May,0-05,25-75,25-May,0-05,25-May,0-05,NA,M,H,M,NA,19,MHMMH,M,H,NA,GOOD,M,L,NA,L,M,M,L,12,NA,MLLMML,FAIR,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,NA,3,NA,H,8,ARTIFICIAL,2,0-05,0-05,25-May,25-75,25-May,0-05,25-May,0-05,NA,M,L,NA,NA,6,MLLL,L,L,NA,GOOD,M,NA,NA,NA,L,L,M,8,NA,MLLM,FAIR,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,YES,NA,0.3,NA,L,1,NONE,4,NA,NA,0-05,75-100,0-05,0-05,75-100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,MESOTROPHIC
NA,NA,NA,NA,NA,L,NA,L,NA,2,LL,NA,4,GOOD,NA,NA,NA,L,NA,NA,NA,NA,1,L,RESERVOIR,NO,NA,NA,NA,NA,6,ARTIFICIAL,2,0-05,0-05,25-May,75-100,25-May,25-May,25-75,25-May,NA,M,M,NA,M,11,MMMLL,L,L,NA,GOOD,L,L,NA,M,L,M,H,14,NA,LLMLMH,GOOD,EUTROPHIC
NA,NA,NA,L,NA,NA,NA,NA,NA,1,L,NA,2,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,NA,0.8,NA,M,3,NONE,4,0-05,75-100,0-05,0-05,25-75,0-05,25-May,25-May,L,NA,L,NA,NA,3,LLL,NA,L,NA,FAIR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FAIR,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,POOR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NO,NA,NA,NA,NA,0,NONE,2,0-05,0-05,25-75,0-05,25-75,0-05,25-May,0-05,M,NA,L,NA,NA,7,MLM,NA,M,NA,POOR,NA,NA,NA,H,L,H,M,14,NA,HLHM,UNSWIMMABLE,HYPEREUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,NA,0.5,NA,NA,1,ARTIFICIAL,3,NA,0-05,0-05,75-100,25-75,25-May,25-May,NA,L,NA,L,L,NA,4,LLLL,L,NA,NA,GOOD,NA,NA,NA,L,NA,NA,L,2,NA,LL,FAIR,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NO,NA,NA,NA,NA,2,ARTIFICIAL,3,0-05,0-05,25-May,25-75,25-May,25-May,25-75,25-75,NA,NA,L,NA,NA,1,L,NA,NA,NA,GOOD,L,NA,NA,L,NA,L,M,7,L,LLLML,FAIR,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,M,M,4,GOOD,NA,NA,M,H,NA,NA,NA,NA,8,MH,RESERVOIR,YES,NA,1,NA,L,7,ARTIFICIAL,2,NA,25-May,NA,75-100,NA,25-May,25-75,NA,NA,NA,M,M,NA,10,MMML,M,L,NA,EXCELLENT,L,L,NA,NA,M,NA,M,8,NA,LLMM,GOOD,OLIGOTROPHIC
NA,NA,NA,H,NA,L,NA,L,NA,7,HLL,NA,2,POOR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NO,NA,NA,NA,NA,0,NONE,2,0-05,NA,0-05,25-75,0-05,NA,NA,25-May,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FAIR,NA,NA,NA,L,NA,L,L,3,NA,LLL,UNSWIMMABLE,EUTROPHIC
NA,NA,NA,L,NA,NA,NA,NA,NA,1,L,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,NA,0.1,NA,L,2,ARTIFICIAL,3,0-05,25-May,0-05,25-May,25-75,25-May,25-May,0-05,NA,NA,NA,M,NA,4,ML,NA,L,NA,EXCELLENT,NA,NA,NA,M,NA,L,L,5,NA,MLL,GOOD,EUTROPHIC
NA,NA,NA,NA,NA,H,NA,H,NA,10,HH,NA,2,POOR,NA,NA,NA,M,NA,NA,NA,NA,3,M,RESERVOIR,YES,NA,1,NA,L,2,ARTIFICIAL,2,NA,75-100,NA,NA,0-05,NA,NA,NA,NA,NA,NA,NA,NA,1,L,NA,L,NA,POOR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,UNSWIMMABLE,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NO,NA,NA,NA,NA,0,NONE,2,NA,0-05,75-100,0-05,75-100,25-75,25-May,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FAIR,NA,NA,NA,H,L,H,NA,11,NA,HLH,FAIR,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NO,NA,NA,NA,NA,0,NONE,3,0-05,0-05,25-75,25-May,75-100,25-May,25-75,25-75,NA,NA,L,NA,NA,1,L,NA,NA,NA,NA,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,NA
NA,NA,NA,H,NA,L,NA,L,NA,12,HLLH,H,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,YES,NA,1,NA,L,4,ARTIFICIAL,2,0-05,0-05,0-05,25-May,25-May,0-05,25-75,75-100,L,NA,NA,M,NA,4,LM,NA,NA,NA,FAIR,NA,NA,NA,NA,L,L,L,3,NA,LLL,FAIR,EUTROPHIC
